,Unnamed: 0,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp
905,905,Nancy Kelly,1921-03-25,"Edmond O'Brien (m.1941–1942; divorced) Fred Jackman, Jr. (m.1946–1950; divorced) Warren Caro (m.1955–1968; divorced) 1 child",Kelly Lurie Caro (b. 1957),,Actress,"Lowell, Massachusetts , U.S.",,,,,,,98.03623619923749,
906,906,Patsy Kelly,1910-01-12,,,,Actress,"Brooklyn , New York, U.S.",,,,,,,109.23427585782049,
907,907,Paula Kelly,1943-10-21,,,Fiorello H. LaGuardia High School,"Actress, dancer","Jacksonville, Florida , U.S.",,,,,,,75.46219292661725,
908,908,Anna Kendrick,1985-08-09,,,Deering High School,"Actress, singer","Portland, Maine , United States",,,,,,,33.65982874391671,
909,909,Barbara Kent,1907-12-16,Harry E. Edington ( m.  1932; died 1949) Marc Monroe ( m.  1954; died 1998),,,Film actress,"Gadsby, Alberta , Canada",,,,,,,111.30960936911778,
910,910,Riley Keough,1989-05-29,Ben Smith-Petersen ( m.   2015 ),,,Model actress producer,"Santa Monica, California ,  U.S.",,,,,,,29.856875911209677,
911,911,Joanna Kerns,1953-02-12,Richard Kerns ( m.  1976;  div.  1985) Marc Appleton ( m.  1994),,,"Actress, director","San Francisco ,  California , U.S.",,,,,,,66.14783328884235,
912,912,Alicia Keys,1981-01-25,Swizz Beatz  ( m.  2010),2,,Singer-songwriter musician record producer philanthropist actress,"New York City , U.S.",1978-09-13,"New York , U.S.",Record producer disc-jockey rapper entrepreneur,Mashonda ( m.  2004;  div.  2010) Alicia Keys  ( m.  2010),5,2.368289561045059,38.19654065449667,40.56483021554173
913,913,Margot Kidder,1948-10-17,"
 Thomas McGuane ( m.  1975;  div.  1977) 
 John Heard ( m.  1979;  div.  1980) 
 Philippe de Broca ( m.  1983;  div.  1984) 
",1,Havergal College,Actress activist,"Yellowknife ,  Northwest Territories ,  Canada",,,,,,,70.4709884528772,
914,914,Nicole Kidman,1967-06-20,Tom Cruise ( m.   1990 ;  div.   2001 ) Keith Urban  ( m.   2006 ),4,,"
 Actress 
 producer 
","Honolulu ,  Hawaii , U.S.",1962-07-03,"Syracuse, New York , U.S.","Actor, producer",Mimi Rogers ( m.   1987 ;  div.   1990 ) Nicole Kidman ( m.   1990 ;  div.   2001 ) Katie Holmes ( m.   2006 ;  div.   2012 ),3,4.963825403670165,51.798462665215574,56.76228806888574
915,915,Laura Kightlinger,,,,,"Actress, comedian, writer, producer",,,,,,,,,
916,916,Adrienne King,1960-07-21,Richard Hassanein ( m.  1987),,Royal Academy of Dramatic Art,Actress winemaker painter,"Oyster Bay ,  New York , U.S.",,,,,,,58.71167785786156,
917,917,Jaime King,1979-04-23,Kyle Newman  ( m.  2007),2,,"Actress ,  model","Omaha, Nebraska , U.S.",1976-03-16,"Morristown ,  New Jersey ,  U.S.","Film director ,  producer ,  screenwriter ,  editor ,  author",Jaime King  (m. 2007),2,3.1020486389179793,39.95701485999028,43.05906349890826
918,918,Kent Masters King,1974-08-05,,,,Actress,"Los Angeles ,  California ,  U.S.",,,,,,,44.671690726024494,
919,919,Joey King,1999-07-30,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,19.68828928725436,
920,920,Regina King,1971-01-15,"Ian Alexander, Sr. ( m.  1997;  div.  2007)",1,,Actress television director,"Los Angeles, California ,  United States",,,,,,,48.22549402109557,
921,921,Phyllis Kirk,1927-09-18,Warren Bush (? – 1992),,,Actress,"Syracuse, New York ,  U.S.",,,,,,,91.5528724066887,
922,922,Sally Kirkland,1941-10-31,,,,Actress,"New York City ,  New York , United States",,,,,,,77.43348597164898,
923,923,Tawny Kitaen,1961-08-05,David Coverdale  (1989–1991) Chuck Finley  (1997–2002),2,,"Actress, comedian","San Diego, California",,,,,,,57.67127319520593,
924,924,Eartha Kitt,1927-01-17,John W. McDonald ( m.  1960;  div.  1965),1,,Singer actress dancer activist author songwriter,"North  or  St. Matthews, South Carolina , U.S.",,,,,,,92.2209217163939,
925,925,Hayley Kiyoko,1991-04-03,The Stunners Kehlani,,,Singer songwriter actress,"Los Angeles ,  California , U.S.",,,,,,,28.01152658849942,
926,926,Alexis Knapp,1989-07-31,,1,,Actress,"Avonmore, Pennsylvania , U.S.",,,,,,,29.6843877697694,
927,927,Karen Kopins,1961-10-10,Mark Shaw ( m.  1990),4,,"Actress, model","Ridgefield, Connecticut , U.S.",,,,,,,57.490571332744686,
928,928,Shirley Knight,1936-07-05,"Gene Persson  (1959–69) 1 child [1]   John Hopkins  (1969–98, his death) 1 child","2, including  Kaitlin Hopkins",,Actress,"Goessel, Kansas",,,,,,,82.75597719323463,
929,929,Keshia Knight Pulliam,1979-04-09,Ed Hartwell ( m.  2016;  div.  2018),1,Spelman College,Actress,"Newark, New Jersey ,  U.S.",,,,,,,39.99534555808812,
930,930,Beyoncé,1981-09-04,Jay-Z  ( m.   2008 ),3,,"
 Singer 
 songwriter 
 actress 
 record producer 
 dancer 
","Houston ,  Texas , U.S.",1969-12-04,"New York City , New York, U.S.","
 Rapper 
 songwriter 
 record producer 
 record executive 
 entrepreneur 
 investor 
 philanthropist 
",Beyoncé  ( m.   2008 ),3,11.751096873994674,37.58872529894522,49.3398221729399
931,931,Susan Kohner,1936-11-11,John Weitz ( m.  1964; died 2002),Paul Weitz Chris Weitz,,Actress,"Los Angeles, California , United States",1923-05-23,"Berlin , Germany",Menswear designer Novelist and Historian,Sally Blauner Gould (1944‑1953; divorce) Eve Orton (1953‑1964; divorce) Susan Kohner  ( m.  1964),4,13.473240381390447,82.40278718933311,95.87602757072356
932,932,Nancy Kovack,1935-03-11,Zubin Mehta  ( m.  1969),2,,,"Flint, Michigan , U.S.",1936-04-29,"Bombay ,  Bombay Presidency ,  British India (now  Mumbai ,  Maharashtra , India)",Conductor,Carmen Lasky ( m.  1958;  div.  1964) Nancy Kovack  ( m.  1969),3,-1.1362314079002307,84.07564837060309,82.93941696270286
933,933,Linda Kozlowski,1958-01-07,Paul Hogan ( m.  1990;  div.  2014) [1],Chance Hogan,Juilliard School (BFA),Actress,"Fairfield, Connecticut ,  U. S.",1939-10-08,"Lightning Ridge, New South Wales ,  Australia","Actor, producer, writer, comedian, television presenter, businessman, labourer",Noelene Edwards ( m.  1958;  div.  1981) & ( m.  1982;  div.  1990) Linda Kozlowski ( m.  1990;  div.  2014) [3],LaurenBrettScottToddClayChance,18.250888108585393,61.24697974633292,79.49786785491831
934,934,Jane Krakowski,1968-10-11,Robert Godley  (2009–2013),1,,"Actress, singer","Parsippany-Troy Hills, New Jersey , U.S.",,,,,,,50.487005208868084,
935,935,Clare Kramer,1974-09-03,Brian Keathley (m. 2005),4,,Actress,"Atlanta ,  Georgia , U.S.",,,,,,,44.59229142282182,
936,936,Louisa Krause,1986-05-20,,,,Actress,"Falls Church ,  Virginia , U.S.",,,,,,,32.88226315393198,
937,937,Lisa Kudrow,1963-07-30,Michel Stern ( m.   1995 ),1,William Taft High School,Actress  •  voice actress  •  writer  •  comedian  •  producer,"Los Angeles ,  California , U.S.",,,,,,,55.689028522146245,
938,938,Mila Kunis,1983-08-14,Ashton Kutcher  ( m.  2015),2,,Actress,"Chernivtsi ,  Ukrainian SSR ,  Soviet Union (now Chernivtsi,  Ukraine )",1978-02-07,"Cedar Rapids, Iowa , U.S.","Actor, producer, entrepreneur",Demi Moore ( m.  2005;  div.  2013) Mila Kunis  ( m.  2015),2,5.514144712074854,35.64754923099037,41.161693943065224
939,939,Swoosie Kurtz,1944-09-06,,,,Actress,"Omaha, Nebraska , U.S.",,,,,,,74.58332477737393,
940,940,Nancy Kwan,1939-05-19,Peter Pock ( m.  1962;  div.  1968) David Giler ( m.  1970;  div.  1972) Norbert Meisel ( m.  1976),1,,Actress,Hong Kong,,,,,,,79.88665064991068,
941,941,Eva LaRue,1966-12-27,John O'Hurley ( m.  1992;  div.  1994) John Callahan ( m.  1996;  div.  2005) Joe Cappuccio ( m.  2010;  div.  2014),1,,"Actress, model","Long Beach, California , U.S.",1954-10-09,"Kittery, Maine , U.S.","Actor, voice actor, singer, comedian, author, television personality",Eva LaRue ( m.  1992;  div.  1994)   Lisa Mesloh ( m.  2004),1,12.21654106518272,52.277596391438564,64.49413745662129
942,942,Cheryl Ladd,1951-07-12,David Ladd ( m.  1973;  div.  1980) Brian Russell  ( m.  1981),Jordan Ladd  (b. 1975)  Lindsay Russell (stepdaughter),,"Actress, singer, author","Huron, South Dakota , U.S.",1947-02-05,"Los Angeles ,  California , U.S.",,Louise Hendricks ( m.  1971;  div.  1972) Cheryl Ladd ( m.  1973;  div.  1980) Dey Young ( m.  1982;  div.  2012) Edita Brychta ( m.  2017),"2,; including Jordan Ladd",4.429933537307405,67.73855725990266,72.16849079721007
943,943,Diane Ladd,1935-11-29,"Bruce Dern ( m.  1960;  div.  1969) William A. Shea, Jr. ( m.  1969;  div.  1976) Robert Charles Hunter  ( m.  1999)","2, including  Laura Dern",,"Actress, director, producer, writer","Meridian, Mississippi , U.S.",1936-06-04,"Chicago ,  Illinois , U.S.",Actor,Marie Dean ( m.  1957–1959) Diane Ladd  ( m.  1960–1969) Andrea Beckett ( m.  1969),"2, including Laura Dern",-0.5147265173138394,83.35557882776511,82.84085231045128
944,944,Christine Lahti,1950-04-04,Thomas Schlamme  ( m.  1983),3,,Actress,"Birmingham, Michigan , U.S.",1950-05-22,"Houston ,  Texas , U.S.","Director, producer",Christine Lahti  ( m.  1983),3,-0.13141953633544837,69.00894611114533,68.87752657480989
945,945,Sanoe Lake,1982-05-19,Michael Sterling Eaton  (2007-present) 2 children,,,"Actress, Model, Surfer","Kauai ,  Hawaii",,,,,,,36.885083198149175,
946,946,Ricki Lake,1968-09-21,Rob Sussman ( m.  1994;  div.  2004) Christian Evans ( m.  2012;  div.  2015),2,Ithaca College (attended),Actress television host producer,"Hastings-on-Hudson, New York , U.S.",,,,,,,50.54176334900785,
947,947,Veronica Lake,1922-11-14,John S. Detlie ( m.  1940;  div.  1943) Andre DeToth ( m.  1944;  div.  1952) Joseph Allan McCarthy ( m.  1955;  div.  1959),4,"St. Bernard's School (Saranac Lake, New York)Villa MariaMiami High School",Actress,"Brooklyn, New York , United States",1908-12-23,"Sioux Falls, South Dakota , U.S.",Art/set director for films,"November 30, 2005 (2005-11-30)  (aged 96) La Quinta, California , U.S.",4,13.892140153459687,96.39622990205137,110.28837005551107
948,948,Christine Lakin,1979-01-25,Brandon Breault ( m.   2014 ),2,,Actress,"Dallas ,  Texas , U.S.",,,,,,,40.19795067660527,
949,949,Hedy Lamarr,1914-11-09,"Actress, inventor",3,,"Actress, inventor","Vienna ,  Austria-Hungary",1900-02-09,"Vienna ,  Austria-Hungary",,Helene Strauss (divorced) Hedy Lamarr  (m. 1933–37; divorced) Herta Wrany (divorced) Gloria de Quaranta (divorced) Monika Brücklmeier,,14.746367139640101,104.41008371150674,119.15645085114684
950,950,Dorothy Lamour,1914-12-10,Herbie Kay ( m.  1935;  div.  1939) William Ross Howard III ( m.  1943; died 1978),2,,"
 Actress 
 singer 
","New Orleans, Louisiana , U.S.",,,,,,,104.32520859429009,
951,951,Sarah Lancaster,1980-02-12,Matthew Jacobs ( m.  2011),1,,Actress,"Overland Park, Kansas , U.S.",,,,,,,39.14933229292867,
952,952,Juliet Landau,1965-03-30,Deverill Weekes,,,"Actress, director, producer, ballerina","Los Angeles ,  California , U.S.",,,,,,,54.02164315489024,
953,953,Ricki Noel Lander,1979-12-14,Robert Kraft,1,B.A. & B.S. Florida International University,Actress,"Salt Lake City ,  Utah",,,,,,,39.31360671334798,
954,954,Audrey Landers,1956-07-18,Donald Berkowitz ( m.  1988),2,,"
 Actress 
 singer 
 writer 
 producer 
","Philadelphia, Pennsylvania , U.S.",,,,,,,62.71997371609273,
955,955,Judy Landers,1958-10-07,Tom Niedenfuer  (1987–present),2,,Actress,"Philadelphia, Pennsylvania , U.S.",,,,,,,60.49953113342505,
956,956,Carole Landis,1919-01-01,"
 Irving Wheeler ( m.  1934; annulled 1934) 
 Irving Wheeler ( m.  1934;  div.  1939) 
 Willis Hunt Jr. ( m.  1940;  div.  1940) 
 Thomas C. Wallace ( m.  1943;  div.  1945) 
 W. Horace Schmidlapp ( m.  1945–1948) 
",,San Bernardino High School,"Actress, Singer","Fairchild, Wisconsin , U.S.",,,,,,,100.26489250292614,
957,957,June Lang,1917-05-05,Victor Orsatti  (1937–1938)  (divorced) John Roselli  (1940–1943) (divorced) John Morgan (1946–1952) (divorced) 1 child,Patricia Morgan,,Actress,"Minneapolis, Minnesota , U.S.",,,,,,,101.92406414916117,
958,958,Diane Lane,1965-01-22,Christopher Lambert ( m.  1988;  div.  1994) Josh Brolin ( m.  2004;  div.  2013),1,,Actress,"New York City , U.S.",1957-03-29,"Great Neck, New York , U.S.","Actor,  novelist, film producer","Actor,  novelist, film producer",1,7.819462411959178,54.20508292435847,62.02454533631765
959,959,Priscilla Lane,1915-06-12,"
 Oren W. Haglund ( m.  1939; annulled 1939) 
 Joseph A. Howard ( m.  1942; died 1976) 
",Four,,,"Indianola, Iowa , U.S.",1905-11-23,Michigan,"Screenwriter 
 Assistant  film director 
 Production manager  of eleven  ABC / Warner Brothers   television series 
 
 United States Army Air Corps   Captain  in  World War II","Priscilla Lane  (Together one day in 1939,  annulled )
Helen Louise Persley",,9.549819640375915,103.82143370500421,113.37125334538013
960,960,Hope Lange,1933-11-28,"Don Murray ( m.  1956;  div.  1961) Alan J. Pakula ( m.  1963;  div.  1971) Charles Hollerith, Jr. ( m.  1986, her death)",Christopher Murray Patricia Murray,,Actress,"Redding ,  Connecticut , U.S.",1929-07-31,"Hollywood, California ,  United States",Actor,Hope Lange ( m.  1956;  div.  1961) Bettie Johnson  ( m.  1962),"5, including  Christopher Murray",4.328630978048831,85.35698884987372,89.68561982792255
961,961,Jessica Lange,1949-04-20,Paco Grande ( m.  1971;  div.  1981),3; including  Shura Baryshnikov,,Actress photographer producer,"Cloquet, Minnesota , U.S.",,,,,,,69.96447565658433,
962,962,Heather Langenkamp,1964-07-17,"
 Alan Pasqua ( m.  1984;  div.  1987) 
 David Leroy Anderson  ( m.  1989) 
",2,,Actress writer director producer prosthetic makeup artist,"Tulsa, Oklahoma , U.S.",,,,,,,54.7225473486793,
963,963,Brooke Langton,1970-11-27,,,,Actress,Arizona [ inconsistent ] . USA.,,,,,,,48.35965146443801,
964,964,Angela Lansbury,1925-10-16,Richard Cromwell ( m.  1945;  div.  1946) Peter Shaw ( m.  1949; died 2003),2,,Actress singer songwriter producer writer,"Regent's Park ,  London , England [1]",1910-01-08,"Long Beach, California , U.S.",,Angela Lansbury ( m.  1945;  div.  1946),,15.770344360253803,93.47488312559464,109.24522748584845
965,965,Joi Lansing,1929-04-06,"Jerome ""Jerry"" Safron (1950; annulled) Lance Fuller  (1951–53; divorced) Stan Todd (1960–72; her death)",,,"Model, actress, singer","Salt Lake City, Utah , U.S.",,,,,,,90.0032170407332,
966,966,Liza Lapira,1981-12-03,,,,Actress,"Queens ,  New York , U.S.",,,,,,,37.34231366831626,
967,967,Brie Larson,1989-10-01,Alex Greenwald  (2013–2019),,American Conservatory Theater,"
 Actress 
 filmmaker 
","Sacramento, California , U.S.",,,,,,,29.514637535336114,
968,968,Ali Larter,1976-02-28,Hayes MacArthur  ( m.  2009),2,,"
 Actress 
 model 
","Cherry Hill ,  New Jersey , U.S.",1977-04-16,"Chicago, Illinois , U.S.","
 Actor 
 comedian 
 writer 
",Ali Larter  ( m.  2009),,-1.1307555938862537,43.10560791802706,41.97485232414081
969,969,Louise Lasser,1939-04-11,Woody Allen ( m.  1966;  div.  1970),,,"Actress, television writer","New York City , U.S.",1935-12-01,"Brooklyn , New York City, U.S.","Director, writer, actor, comedian","
 Harlene Susan Rosen ( m.  1956;  div.  1962) 
 Louise Lasser ( m.  1966;  div.  1970) 
 Soon-Yi Previn  ( m.  1997) 
","5, including Ronan Farrow",3.359411897574899,79.99069111617624,83.35010301375114
970,970,Louise Latham,1922-09-23,,,,Actress,"Hamilton ,  Texas , U.S.",,,,,,,96.53860106641478,
971,971,Sanaa Lathan,1971-09-19,,,"University of California, Berkeley (BA)Yale University (MFA)","Actress, voice actress","New York City ,  New York , U.S.",,,,,,,47.54923099036941,
972,972,Queen Latifah,1970-03-18,"
 Andrae Crouch and his Choir 
 L.A. Mass Choir 
 Lakim Shabazz 
 Apache 
 Chill Rob G 
 DJ Mark the 45 King 
 Native Tongues 
 De La Soul 
 Jungle Brothers 
 A Tribe Called Quest 
",,,"
 Singer 
 songwriter 
 rapper 
 actress 
 voice actress 
 model 
 producer 
 talk show host 
 record producer 
 speech composer 
","Newark, New Jersey , U.S.",,,,,,,49.05507984421309,
973,973,Ashley Laurence,1966-05-28,,,,Actress,"Los Angeles, California , United States",,,,,,,52.86077058392711,
974,974,Piper Laurie,1932-01-22,Joe Morgenstern ( m.  1962;  div.  1982),1,,Actress,"Detroit ,  Michigan , U.S.",,,,,,,87.20781398659794,
975,975,Linda Lavin,1937-10-15,Ron Leibman ( m.  1969;  div.  1980) Kip Niven ( m.  1982;  div.  1992) Steve Bakunas  ( m.  2005),,,"Actress, singer","Portland, Maine , U.S.",1937-10-11,"New York City , U.S.",Actor,Linda Lavin ( m.  1969;  div.  1981) Jessica Walter  ( m.  1983),,0.010951628027954031,81.477374620971,81.48832624899896
976,976,Barbara Lawrence,1930-02-24,"
 Jeffrey Stone  (John Forrest Fontaine)  (m. 1947–1949; divorced) 
 John Murphy  (m. 1951–1957; divorced) (2 children) 
 Lester R. Nelson  (m. 1961–1976; divorced) (2 children) 
",4,,Actress,"Carnegie, Oklahoma",,,,,,,89.11613517046894,
977,977,Jennifer Lawrence,1990-08-15,,,,Actress,"Indian Hills, Kentucky , U.S.",,,,,,,28.643983107113765,
978,978,Vicki Lawrence,1949-03-26,Bobby Russell ( m.  1972;  div.  1974) Al Schultz ( m.  1974),2,Morningside High School,"Actress, comedian, singer, dancer, writer","Inglewood, California , United States",,,,,,,70.03292333175904,
979,979,Bianca Lawson,1979-03-20,,,Stella Adler Studio of Acting  Marymount High School,Actress,"Los Angeles ,  California , U.S.",,,,,,,40.050103698227886,
980,980,Maggie Lawson,1980-08-12,Ben Koldyke   (m. 2015-2017) [1] [2],,,Actress,"Louisville, Kentucky , U.S.",,,,,,,38.65103321765676,
981,981,Nicole Leach,1979-05-10,,,,"Actress, singer, dancer, activist","Livingston, New Jersey , United States",,,,,,,39.91047044087148,
982,982,Cloris Leachman,1926-04-30,George Englund ( m.  1953;  div.  1979),5 (1 deceased),,"Actress, comedian","Des Moines, Iowa , U.S.",1926-06-22,"Washington, D.C. , U.S.","Film director, screenwriter",Cloris Leachman ( m.  1953;  div.  1979)   Bonnie Graves ( m.  1980;  div.  1992),7,-0.14510907137039092,92.93825335222489,92.7931442808545
983,983,Sharon Leal,1972-10-17,Bev Land (married 2001–?),1,,"Actress, singer","Tucson, Arizona , U.S.",,,,,,,46.47049562961594,
984,984,Michael Learned,1939-04-09,Peter Donat ( m.  1956;  div.  1972) Glenn Chadwick ( m.  1974;  div.  1977) William Parker IV ( m.  1979;  div.  1988) John Doherty  ( m.  1988),3,,Actress,"Washington, D.C. , U.S.",1928-01-20,"Kentville ,  Nova Scotia ,  Canada","Actor, screenwriter",Michael Learned ( m.  1956;  div.  1972)     Marijke DeJong ( m.  1983),"3, including Lucas Donat",11.217205007631916,79.99616693019021,91.21337193782213
985,985,Kelly LeBrock,1960-03-24,Victor Drai ( m.  1984;  div.  1986) Steven Seagal ( m.  1987;  div.  1996) Fred Steck ( m.  2007;  div.  2008),3,,Actress supermodel,"New York City ,  New York , U.S.",1947-07-25,"Casablanca ,  Morocco","Nightclub   owner ,  film producer",Kelly Le Brock ( m.  1984;  div.  1986) Loryn Locklin ( m.  1990;  div.  1998) Yolanda Krupiarz  ( m.   2016 ),3,12.665557814328837,59.03748879169319,71.70304660602203
986,986,Gwen Lee,1904-11-12,,,,Actress,"Hastings, Nebraska , U.S.",,,,,,,114.4007063800078,
987,987,Peggy Lee,1920-05-26,"January 21, 2002 (2002-01-21)  (aged 81) Bel Air, Los Angeles , California, U.S.",1,,"Singer, songwriter, actress, composer","Jamestown , North Dakota, U.S.",,,,,,,98.865822022355,
988,988,Robinne Lee,1974-07-16,,,,"Actress, author","Mount Vernon, New York , U.S",,,,,,,44.72644886616426,
