,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
7079,John Garfield,1913-03-04,M,106.17603373101431,,2.0,,,,,,1.0,,dr5rs7y,,,,,,
7080,Edward Gargan,1902-07-17,M,116.8073266391507,,6.0,,1.0,,,,1.0,,dr5rmm5,,36.0,,,,0.0
7081,William Dennis Gargan,1905-07-17,M,113.8065805594913,,6.0,,,,,,,,dr5rmm5,,,,,,
7082,Troy Garity,1973-07-07,M,45.83256329698762,,6.0,,1.0,,,,1.0,,9q5cv2v,,34.0,,,,0.0
7083,Jack Garner,1926-09-19,M,92.6316077674422,,8.0,,,,,,1.0,,9y68qsn,,,,,,
7084,James Garner,1928-04-07,M,91.08195240148669,,3.0,,1.0,,2.0,,4.0,,9y68qsn,,28.0,,,,1.0
7085,"Paul ""Mousie"" Garner",1909-07-31,M,109.76816772418323,,7.0,,,,,,,,dqcjqdj,,,,,,
7086,Hank Garrett,1931-11-26,M,87.44601189620596,,11.0,,,,,,1.0,,dr72jm9,,,,,,
7087,Roger Garrett,1940-07-16,M,78.8079152891572,,6.0,,,,,,1.0,,9q5ctr1,,,,,,
7088,Spencer Garrett,1963-09-19,M,55.6315324749995,,8.0,,,,,,1.0,,9q5ctr1,,,,,,
7089,Richard Garrick,1878-12-27,M,140.35880271326585,,0.0,,,,,,1.0,,gc6c3wc,,,,,,
7090,Lane Garrison,1980-05-23,M,38.95494089543249,,5.0,,,,,,1.0,,9vg4mqf,,,,,,
7091,Sean Garrison,1937-10-19,M,81.5485602031527,,9.0,,,,,,1.0,,dr5regw,,,,,,
7092,Dave Garroway,1913-07-13,M,105.81736791309885,,6.0,,3.0,,3.0,,2.0,,dre7t6n,,32.0,,,,1.0
7093,Willie Garson,1964-02-20,M,55.20989479592326,,2.0,,,,1.0,,1.0,,dr5n6kj,,,,,,
7094,Christopher Gartin,1975-01-12,M,44.31576281511597,,0.0,,,,,,1.0,,dr5regw,,,,,,
7095,William Garwood,1884-04-28,M,135.02262195664525,,4.0,,,,,,2.0,,9ytetjd,,,,,,
7096,Justin Gaston,1988-08-12,M,30.733006153446002,5.369035640704461,7.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,9vw60w5,20000000.0,24.0,,29.0,29.0,0.0
7097,Michael Gaston,1962-11-05,M,56.502186903221826,,10.0,,,,2.0,,1.0,,9q9pwm6,,,,,,
7098,Larry Gates,1915-09-24,M,103.61882858648708,,9.0,,,,,,1.0,,9zvz9xt,,,,,,
7099,Yusuf Gatewood,1982-09-12,M,36.64962319554817,,8.0,,,,,,1.0,,dpsby4p,,,,,,
7100,Edi Gathegi,1979-03-10,M,40.15961997850743,,2.0,,,,,,1.0,,kzf0tuu,,,,,,
7101,John Gatins,1968-04-16,M,51.05648986632169,,3.0,,,,,,3.0,,dr72h8r,,,,,,
7102,Slim Gaut,1893-07-08,M,125.82873022717784,,6.0,,,,,,,,c2hzcwf,,,,,,
7103,Dick Gautier,1931-10-30,M,87.51993538539463,1.8207081596473569,10.0,0.0,,1.0,3.0,,4.0,1.0,9q5c9c6,20000000.0,,,37.0,37.0,
7104,David Gautreaux,1951-06-28,M,67.85902516821017,,6.0,,,,,,5.0,,drmht3r,,,,,,
7105,Rafi Gavron,1989-06-24,M,29.867827539237627,,6.0,,,,,,1.0,,gcpv6yb,,,,,,
7106,William Gaxton,,M,,,,,,,,,1.0,,9q8yyk8,,,,,,
7107,Gregory Gaye,1900-10-10,M,118.57327665865827,,9.0,,,,,,1.0,,udtsfq9,,,,,,
7108,George Gaynes,1917-05-03,M,102.0116771733848,-9.579936617452788,4.0,11.0,1.0,2.0,2.0,2.0,2.0,3.0,ud9wr3x,20000000.0,36.0,,19.0,19.0,0.0
7109,Michael V. Gazzo,1923-04-05,M,96.08958431726866,,3.0,,,,,,2.0,,dr5pwbk,,,,,,
7110,Ben Gazzara,1930-08-28,M,88.69175958438572,2.496971190373519,8.0,2.0,3.0,1.0,2.0,,1.0,1.0,dr5regw,20000000.0,21.0,27.0,23.0,23.0,1.0
7111,Devon Gearhart,1995-05-05,M,24.005968637275235,,4.0,,,,,,1.0,,djgzzxy,,,,,,
7112,Anthony Geary,1947-05-29,M,71.94124451563003,,5.0,,,,,,1.0,,9x2bc0c,,,,,,
7113,Bud Geary,,M,,,,,,,,,,,9x0rvu7,,,,,,
7114,Karl Geary,1972-05-31,M,46.933201913797,-4.147929115587589,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,gc7x981,625441.0,31.0,,27.0,27.0,0.0
7115,George Gebhardt,,M,,,,,,,,,1.0,,u0mqs9v,,,,,,
7116,Jason Gedrick,1965-02-07,M,54.24341362245632,,1.0,,1.0,,3.0,,1.0,,dp3wjzt,,24.0,32.0,,,1.0
7117,Kevin Geer,1952-11-07,M,66.49554747872989,,10.0,,,,,,1.0,,9r4bcs4,,,,,,
7118,Will Geer,1902-03-09,M,117.16325455005921,,2.0,,,,,,,,dp4mpks,,,,,,
7119,Joel Geist,1982-09-21,M,36.624982032485256,,8.0,,,,,,2.0,,9xj64fk,,,,,,
7120,Clarence Geldart,1867-06-09,M,151.91003237575038,,5.0,,,,,,1.0,,f828zsg,,,,,,
7121,Alan Gelfant,1957-05-21,M,61.96157347515692,,5.0,,,,,,1.0,,dr9ughx,,,,,,
7122,Larry Gelman,1930-11-03,M,88.50831981491748,,10.0,,,,,,1.0,,dr5rmm5,,,,,,
7123,John Gemberling,1981-02-01,M,38.259512515657406,,1.0,,,,2.0,,2.0,,dr5regw,,,,,,
7124,Tony Genaro,,M,,,,,,,,,,,9w6dje8,,,,,,
7125,Pierre Gendron,1896-03-04,M,123.172960430399,,2.0,,,,,,2.0,,dpksgn9,,,,,,
7126,Gene Gene the Dancing Machine,1932-04-25,M,87.03258793815071,,4.0,,,,,,4.0,,9q9p3w7,,,,,,
7127,Abner Genece,,M,,,,,,,,,1.0,,drt3ncd,,,,,,
7128,Michael Genet,1958-08-25,M,60.699398344935204,,8.0,,,,,,2.0,,c26pskz,,,,,,
7129,Mike Genovese,1942-04-26,M,77.03101364162167,,4.0,,,,,,1.0,,9yzgery,,,,,,
7130,Troy Gentile,1993-10-27,M,25.525507026153857,,10.0,,,,,,1.0,,dhxn085,,,,,,
7131,Ryan Gentles,,M,,,,,,,,,3.0,,,,,,,,
7132,Stephen Geoffreys,1964-11-22,M,54.45423246199443,,11.0,,,,,,1.0,,dngykys,,,,,,
7133,Anthony George,1921-01-29,M,98.26895829483152,,1.0,,,,,,1.0,,dr3zmry,,,,,,
7134,Christopher George,1931-02-25,M,88.1961984161208,-13.7935755012081,2.0,11.0,1.0,,1.0,,1.0,,dpsceyz,20000000.0,39.0,,,,0.0
7135,Nathan George,1936-07-27,M,82.77788044929055,,7.0,,,,,,4.0,,,,,,,,
7136,Nicholas Georgiade,1933-05-25,M,85.95111467039024,,5.0,,,,,,1.0,,dr5regw,,,,,,
7137,Brian Geraghty,1975-05-13,M,43.98447606727039,,4.0,,,,,,1.0,,dr55r96,,,,,,
7138,Matt Gerald,1970-05-02,M,49.01401123910826,,4.0,,,,,,1.0,,dhwfx1y,,,,,,
7139,Carl Gerard,1885-09-28,M,133.6043861270252,,9.0,,1.0,,,,1.0,,u3butzx,,25.0,,,,0.0
7140,Gil Gerard,1943-01-23,M,76.28630293572078,,1.0,,,,1.0,,1.0,,9ynmevk,,,,,,
7141,Shaun Gerardo,1984-09-22,M,34.62083410336968,,8.0,,,,,,1.0,,9tbq39n,,,,,,
7142,Steven Geray,1904-11-10,M,114.48831940423143,,10.0,,,,,,,,u2xue5j,,,,,,
7143,Richard Gere,1949-08-31,M,69.68247123486451,-16.47398646104985,8.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,dr4e394,5003530.0,42.0,46.0,25.0,25.0,1.0
7144,Peter Gerety,1940-05-17,M,78.97218970957651,,4.0,,,,,,1.0,,drmjyvy,,,,,,
7145,Jason Gerhardt,1974-04-21,M,45.04404607897494,,4.0,,,,,,1.0,,9zvbkm3,,,,,,
7146,"Jakob ""Jackie"" Gerlich",1917-09-21,M,101.62563228539943,,8.0,,,,,,3.0,,u2edhv0,,,,,,
7147,Gregory Germann,1958-02-26,M,61.192221606193144,,2.0,,1.0,,1.0,,6.0,,9vk1mc9,,55.0,,,,0.0
7148,Robert Gerringer,1926-05-12,M,92.9875356783507,,4.0,,,,,,1.0,,dr5regw,,,,,,
7149,Zen Gesner,1970-06-23,M,48.87164007474486,,6.0,,1.0,,3.0,,1.0,,9q5f884,,27.0,,,,0.0
7150,Sumner Getchell,1906-10-20,M,112.54714333627656,,9.0,,,,,,1.0,,9q9p1dh,,,,,,
7151,Chris Gethard,1980-05-23,M,38.95494089543249,,5.0,,1.0,,,,3.0,,dr5pyxk,,34.0,,,,0.0
7152,Malcolm Gets,1964-12-28,M,54.35566780974284,,0.0,,,,,,1.0,,dp99101,,,,,,
7153,Balthazar Getty,1975-01-22,M,44.2883837450461,,1.0,,1.0,,4.0,,2.0,,9q5dq2d,,25.0,,,,0.0
7154,John Getz,1946-10-15,M,72.56001149920942,,9.0,,,,1.0,,1.0,,9zrs4z5,,,,,,
7155,Paul Giamatti,1967-06-06,M,51.91893057352307,,5.0,,1.0,,1.0,,2.0,,drk4urz,,30.0,,,,0.0
7156,Louis Giambalvo,1945-02-08,M,74.24108640150038,,1.0,,,,,,1.0,,dr5rmm5,,,,,,
7157,Sean Giambrone,1999-05-30,M,19.937438824890307,,5.0,,,,,,1.0,,dpghh56,,,,,,
7158,Donald Gibb,1954-08-04,M,64.75697652929219,,7.0,,,,,,1.0,,dr5regw,,,,,,
7159,Connor Gibbs,2001-02-02,M,18.25636392259937,,1.0,,,,,,1.0,,9qe14x6,,,,,,
7160,Charles Giblyn,1871-09-06,M,147.66627651491817,,8.0,,,,,,3.0,,drf40t7,,,,,,
7161,Donal Gibson,1958-02-13,M,61.22781439728399,,1.0,,,,,,3.0,,dr76vus,,,,,,
7162,Henry Gibson,1935-09-21,M,83.62663162145698,,8.0,,1.0,,3.0,,3.0,,dr4e9qg,,31.0,,,,0.0
7163,Hoot Gibson,1892-08-06,M,126.74866698152596,-0.05749604714675866,7.0,8.0,4.0,,1.0,,3.0,6.0,9z7tdmt,20000000.0,21.0,,,,1.0
7164,Mel Gibson,1956-01-03,M,63.34147860667913,,0.0,,,,9.0,,3.0,,dr76vus,,,,,,
7165,Thomas Gibson,1962-07-03,M,56.844425279095404,,6.0,,1.0,,3.0,,2.0,,djz4mng,,31.0,56.0,,,1.0
7310,Adam Gierasch,,M,,,,,,,,,4.0,,9yegjbp,,,,,,
7311,Stefan Gierasch,1926-02-05,M,93.25037475102158,,1.0,,,,,,1.0,,dr5regw,,,,,,
7312,Sam Gifaldi,1985-05-30,M,33.936357351622554,,5.0,,,,,,1.0,,,,,,,,
7313,Alan Gifford,1911-03-11,M,108.158278404074,,2.0,,,,,,1.0,,drmqq7d,,,,,,
7314,Cam Gigandet,1982-08-16,M,36.72354668473685,,7.0,,,,3.0,,1.0,,c22uvdn,,,,,,
7315,Chris Payne Gilbert,,M,,,,,1.0,,1.0,,1.0,,,,,,,,0.0
7316,John Gilbert,1897-07-10,M,121.82317227595364,,6.0,,4.0,,2.0,,3.0,,9x2mrjv,,21.0,24.0,,,1.0
7317,Jonathan Gilbert,1967-04-28,M,52.02570894679562,,4.0,,,,,,2.0,,9q5ctr1,,,,,,
7318,Paul Gilbert,1918-12-27,M,100.36071924817074,,0.0,,,,,,1.0,,dr5regw,,,,,,
7319,Steven Gilborn,1936-07-15,M,82.81073533337441,,6.0,,,,,,2.0,,dr789p9,,,,,,
7320,Michael Gilden,1962-09-22,M,56.62265481152933,-11.92632292244194,8.0,8.0,1.0,2.0,,,,1.0,9q5ctr1,20000000.0,39.0,,27.0,27.0,0.0
7321,Jack Gilford,1908-07-25,M,110.78393122377598,,7.0,,,,3.0,,3.0,,dr5regw,,,,,,
7322,Zach Gilford,1982-01-14,M,37.30945878423239,4.254707488860141,0.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,dp3xhw5,123264.0,30.0,,24.0,24.0,0.0
7323,Burton Gilliam,1938-08-09,M,80.74361554309806,,7.0,,,,,,1.0,,9vg4mqf,,,,,,
7324,Seth Gilliam,1968-11-05,M,50.500694743903026,,10.0,,,,,,1.0,,dr5regw,,,,,,
7325,Carl Rousseau Gilliard,1958-04-18,M,61.05258834883673,,3.0,,,,,,3.0,,dp3wjzt,,,,,,
7326,Lawrence Gilliard Jr.,1971-09-22,M,47.6231544795581,,8.0,,,,,,1.0,,dr5regw,,,,,,
7327,Richard Gilliland,1950-01-23,M,69.28547471885118,,1.0,,,,,,,,9vff34v,,,,,,
7328,Hugh Gillin,1925-07-14,M,93.81438359446122,,6.0,,,,,,4.0,,9zr8zw3,,,,,,
7329,Claude Gillingwater,1870-08-02,M,148.76143931771358,,7.0,,,,,,1.0,,9zp22j6,,,,,,
7330,Frank Gillmore,1867-05-14,M,151.98121795793205,,4.0,,,,,,1.0,,dr5regw,,,,,,
7331,Jared Gilman,1998-12-28,M,20.356338596959556,,0.0,,,,,,1.0,,dr55fu7,,,,,,
7332,Craig Gilmore,,M,,,,,,,,,2.0,,,,,,,,
7333,Jared S. Gilmore,2000-05-30,M,18.93536486033252,,5.0,,,,,,1.0,,9mudjgt,,,,,,
7334,Lowell Gilmore,1906-12-20,M,112.38013100885028,,11.0,,,,,,,,9zvz9xt,,,,,,
7415,Jack Gilpin,1951-05-31,M,67.93568656440584,,5.0,,1.0,,2.0,,1.0,,dqbqrsw,,35.0,,,,0.0
7416,Tom Gilroy,,M,,,,,,,,,2.0,,dr7dze8,,,,,,
7417,Clarence Gilyard,1955-12-24,M,63.36885767674901,,0.0,,,,5.0,,4.0,,c27hjgb,,,,,,
7418,Jack Ging,1931-11-30,M,87.43506026817799,,11.0,,,,,,1.0,,9y9c6u1,,,,,,
7419,Michael Gingold,,M,,,,,,,,,4.0,,9yegjbp,,,,,,
7420,Robert Ginnaven,,M,,,,,,,,,,,9ypzyyu,,,,,,
7421,Maury Ginsberg,,M,,,,,,,,,1.0,,,,,,,,
7422,Lindsey Ginter,1950-12-13,M,68.39839284858691,,11.0,,,,,,1.0,,9q9nf6f,,,,,,
7423,James Francis Ginty,1980-12-04,M,38.42104902906973,,11.0,,,,,,2.0,,9q5ctr1,,,,,,
7424,Robert Ginty,1948-11-14,M,70.47646426689117,,10.0,,,,,,3.0,,dr5rmm5,,,,,,
7425,Giullian Yao Gioiello,1992-09-24,M,26.615194014935284,,9.0,,,,,,2.0,,dr5regw,,,,,,
7426,Tyrone Giordano,1976-04-18,M,43.050849777887294,,3.0,,,,,,1.0,,drkmd70,,,,,,
7427,Tony Giorgio,1923-09-27,M,95.61045059104569,,9.0,,,,,,1.0,,drdsv8s,,,,,,
7428,Carmine Giovinazzo,1973-08-24,M,45.70114376065217,4.857047030397613,8.0,9.0,1.0,2.0,,1.0,4.0,1.0,dr5qbem,20000000.0,37.0,40.0,21.0,21.0,1.0
7429,Joseph W. Girard,1871-04-02,M,148.09612791501542,,3.0,,,,,,1.0,,dr34xg9,,,,,,
7430,Ben Giroux,1984-10-24,M,34.533221079146045,,10.0,,,,,,3.0,,9tbq39n,,,,,,
7431,Skyler Gisondo,1996-07-22,M,22.790337926172338,,6.0,,,,,,1.0,,dhwzt78,,,,,,
7432,Robert Gist,1917-10-01,M,101.59825321532958,,9.0,,,,,,3.0,,dp3wjzt,,,,,,
7433,Geoffrey Giuliano,1953-09-11,M,65.65227212057742,,8.0,,,,,,7.0,,dr8v9bq,,,,,,
7434,Neil Giuntoli,,M,,,,,,,,,1.0,,dp3wjzt,,,,,,
7435,George Givot,1903-02-18,M,116.21593872564121,,2.0,,,,,,2.0,,ub8gtqx,,,,,,
7436,Enver Gjokaj,1980-02-12,M,39.23146950313833,,1.0,,,,,,1.0,,9mupydj,,,,,,
7437,Michael Gladis,1977-08-30,M,41.684634181400035,-8.323237301245062,8.0,0.0,1.0,1.0,,,1.0,2.0,9vk1mc9,20000000.0,41.0,,33.0,33.0,0.0
7438,Keith A. Glascoe,1962-12-09,M,56.40909806498421,,11.0,,,,,,3.0,,9q8yyk8,,,,,,
7439,Jon Glaser,1968-06-20,M,50.87852591086743,,5.0,,,,,,5.0,,dp3wjzt,,,,,,
7440,Paul Michael Glaser,1943-03-25,M,76.11929060829449,-4.632538655824555,3.0,10.0,,,,,,,drt3jcg,20000000.0,,,,,
7441,Vaughan Glaser,1872-11-17,M,146.4670732458572,,10.0,,1.0,,2.0,,,,dpmuhfx,,55.0,,,,0.0
7442,Gaston Glass,1899-12-31,M,119.34810434163604,,0.0,,,,,,2.0,,u09tvw0,,,,,,
7443,Ron Glass,1945-07-10,M,73.82492453643812,,6.0,,,,,,1.0,,dnc8p28,,,,,,
7444,Phillip Glasser,1978-10-04,M,40.58947137860463,,9.0,,,,,,3.0,,9q5dq2d,,,,,,
7445,Robert Glaudini,,M,,,,,,,,,4.0,,,,,,,,
7446,Matthew Glave,1963-08-19,M,55.71640759221613,,7.0,,,,2.0,,1.0,,dpsr18k,,,,,,
7447,Eugene Robert Glazer,1942-12-16,M,76.39034340198636,,11.0,,1.0,,,,1.0,,dr5rmm5,,49.0,,,,0.0
7448,Jeremy Glazer,1978-11-01,M,40.51280998240895,,10.0,,,,,,1.0,,dr7b3mp,,,,,,
7449,Jackie Gleason,1916-02-26,M,103.19445300040384,,2.0,,3.0,,2.0,,1.0,,dr5rmm5,,20.0,54.0,,,1.0
7450,James Gleason,1882-05-23,M,136.95558430357912,,5.0,,1.0,,,,,1.0,dr5regw,20000000.0,23.0,,,,0.0
7451,Paul Gleason,1939-05-04,M,80.00985646522516,-8.31228567321711,4.0,8.0,2.0,,2.0,,1.0,1.0,dr5rf87,123264.0,32.0,39.0,,,1.0
7452,Russell Gleason,1908-02-06,M,111.24937541496405,,1.0,,,,1.0,,1.0,,c20fbmg,,,,,,
7453,Robert Gleckler,1887-01-11,M,132.3175698337406,,0.0,,,,,,1.0,,9zbskks,,,,,,
7454,J. Frank Glendon,1886-10-25,M,132.5311265802857,,10.0,,,,,,1.0,,c82pzpy,,,,,,
7455,Roy Glenn,1914-06-03,M,104.92754813582756,,5.0,,,,3.0,,1.0,,9yssufm,,,,,,
7456,Scott Glenn,,M,,,,,1.0,,,,1.0,,dppn59u,,,,,,0.0
7457,Greg Glienna,1963-08-23,M,55.705455964188175,,8.0,,,,,,3.0,,dp3wjzt,,,,,,
7458,Bruce Glover,1932-05-02,M,87.01342258910178,,4.0,,,,1.0,,1.0,,dp3wjzt,,,,,,
7459,Crispin Glover,1964-04-20,M,55.045620375503944,,4.0,,,,,,2.0,,dr5regw,,,,,,
7460,Danny Glover,1946-07-22,M,72.79273359480345,,6.0,,2.0,,1.0,,3.0,,9q8yyk8,,29.0,54.0,,,1.0
7461,John Glover,1944-08-07,M,74.74759919779325,,7.0,,,,,,1.0,,dr7qs0s,,,,,,
7462,Savion Glover,1973-11-19,M,45.46294585104417,,10.0,,,,,,1.0,,dr5r8pt,,,,,,
7463,Griffin Gluck,2000-08-24,M,18.699904857731507,,8.0,,,,,,1.0,,9q5ctr1,,,,,,
7464,George Gobel,1919-05-20,M,99.96646063916441,,4.0,,1.0,,3.0,,4.0,,dp3wjzt,,23.0,,,,0.0
7465,Dedrick D. Gobert,1971-11-25,M,47.44792843111084,,11.0,,,,,,2.0,,9vv349j,,,,,,
7466,Blaise David Godbe Lipman,,M,,,,,,,,,2.0,,9q3qg56,,,,,,
7467,Dale Godboldo,1975-07-05,M,43.8393669959,,6.0,,,,,,1.0,,9vg4mqf,,,,,,
7468,Mark Goddard,1936-07-24,M,82.7860941703115,,7.0,,3.0,,3.0,,1.0,,drt691j,,24.0,32.0,,,1.0
7469,Godfrey,1969-07-21,M,49.7943147361,,6.0,,,,,,1.0,,9z70pmz,,,,,,
7470,Alexander Godunov,1949-11-28,M,69.43879751124253,7.7428010157635,11.0,2.0,1.0,,,,3.0,4.0,z0me0j8,20000000.0,22.0,33.0,,,1.0
7471,Peter Michael Goetz,1941-12-10,M,77.4061069015791,,11.0,,,,,,1.0,,dpxgvp4,,,,,,
7472,Walton Goggins,1971-11-10,M,47.488997036215665,,10.0,,2.0,,1.0,,1.0,,djfq8tf,,30.0,,,,1.0
7473,Victor Gojcaj,1983-03-09,M,36.16227574830421,,2.0,,,,,,1.0,,dpsby4p,,,,,,
7474,Daniel Eric Gold,1975-09-19,M,43.631286063368854,,8.0,,,,,,1.0,,9q5ctr1,,,,,,
7475,Adam Goldberg,1970-10-25,M,48.532139605878285,,10.0,,,,2.0,,4.0,,9q59x9j,,,,,,
7476,Bill Goldberg,1966-12-27,M,52.359733601648216,,0.0,,1.0,,1.0,,10.0,,9y7v649,,39.0,,,,0.0
7477,Jeff Goldblum,1952-10-22,M,66.5393539908417,,9.0,,3.0,,2.0,,2.0,,dppjv93,,28.0,34.0,,,1.0
7478,Ricky Paull Goldin,1965-01-05,M,54.33376455368693,,0.0,,1.0,,2.0,,5.0,,9q8yyk8,,36.0,37.0,,,1.0
7479,Jonathan Goldstein,1964-12-04,M,54.42137757791057,,11.0,,,,,,3.0,,dr5regw,,,,,,
7480,Tony Goldwyn,1960-05-20,M,58.9635653025045,,4.0,,1.0,,2.0,,6.0,,9q5ctr1,,27.0,,,,0.0
7481,Carlos Gómez,1962-01-01,M,57.345462261374294,,0.0,,,,,,1.0,,dr5regw,,,,,,
7482,Ian Gomez,1965-12-24,M,53.36728338022,3.2498956172953584,0.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,dr5regw,20000000.0,29.0,53.0,32.0,32.0,1.0
7483,Joshua Gomez,1975-11-20,M,43.46153582893557,,10.0,,1.0,,,,4.0,,dr5r37x,,36.0,,,,0.0
7484,Mike Gomez,1951-03-18,M,68.13829168292297,,2.0,,,,,,,,9vg4mqf,,,,,,
7485,Nick Gomez,,M,,,,,,,,,1.0,,9t9tf5t,,,,,,
7486,Rick Gomez,1972-06-01,M,46.93046400679001,,5.0,,,,,,3.0,,dr5r37x,,,,,,
7487,Thomas Gomez,1905-07-10,M,113.82574590854021,,6.0,,,,,,1.0,,dr5regw,,,,,,
7488,Pedro Gonzalez Gonzalez,1925-05-24,M,93.95401685181764,,5.0,,,,,,2.0,,9ucs1hy,,,,,,
7489,Jose Gonzalez-Gonzalez,1922-12-07,M,96.41539525110028,,11.0,,,,,,2.0,,9ucs1hy,,,,,,
7490,Anthony Gonzalez,2004-09-23,M,14.617685510311642,,9.0,,,,,,1.0,,9q5cuf8,,,,,,
7491,JC Gonzalez,,M,,,,,,,,,1.0,,d2g6f3w,,,,,,
7492,Nicholas Gonzalez,1976-01-03,M,43.34106792062808,,0.0,,1.0,,1.0,,1.0,,9v1zqsr,,40.0,,,,0.0
7493,Rick Gonzalez,1979-06-30,M,39.852974393724715,,6.0,,,,1.0,,1.0,,dr5regw,,,,,,
7494,Cuba Gooding Jr.,,M,,,,,1.0,,3.0,,1.0,,dr72r5t,,,,,,1.0
7495,Omar Gooding[1],1976-10-19,M,42.54707488860141,,9.0,,,,1.0,,5.0,,9q5ctr1,,,,,,
7496,J. Mills Goodloe,,M,,,,,,,,,,,dhxh87m,,,,,,
7497,Forrest Goodluck,1998-08-06,M,20.7505972059659,,7.0,,,,,,1.0,,9whpt4g,,,,,,
7498,Brian Goodman,1963-06-01,M,55.932702245768226,,5.0,,,,,,4.0,,,,,,,,
7499,Eli Goodman,1971-02-12,M,48.23096983510955,,1.0,,,,,,1.0,,,,,,,,
7500,John Goodman,1952-06-20,M,66.87885445970828,,5.0,,1.0,,1.0,,1.0,,9yzgery,,37.0,,,,0.0
7501,Mark Goodman,1952-10-11,M,66.56947096791858,,9.0,,,,,,5.0,,dr4e394,,,,,,
7502,Bill Goodwin,1910-07-28,M,108.7770453876534,,7.0,,,,4.0,,8.0,,9q8yyk8,,,,,,
7503,Harold Goodwin,1902-12-01,M,116.43223337919329,,11.0,,,,,,,,dp0r925,,,,,,
7504,Malcolm Goodwin,1982-11-28,M,36.438804356010046,,11.0,,,,,,3.0,,dr5rmm5,,,,,,
7505,Randy J. Goodwin,1967-12-24,M,51.36861126511838,,0.0,,,,,,1.0,,9z7f8yw,,,,,,
7506,Michael A. Goorjian,1971-02-04,M,48.252873091165455,,1.0,,,,,,1.0,,9q8yyk8,,,,,,
7507,Geovanni Gopradi,1983-05-27,M,35.94598109475211,,5.0,,,,,,2.0,,dhwfx7d,,,,,,
7508,David Gorcey,1921-02-06,M,98.2470550387756,,1.0,,,,,,1.0,,dr72m7p,,,,,,
7509,Leo Gorcey,1917-06-03,M,101.92680205616816,,5.0,,,,4.0,,1.0,,dr5regw,,,,,,
7584,Joseph Gordon-Levitt,1981-02-17,M,38.21570600354559,,1.0,,1.0,,2.0,,1.0,,9q5ctr1,,33.0,,,,0.0
7585,Bruce Gordon,1916-02-01,M,103.26290067557855,,1.0,,,,,,1.0,,drsfq05,,,,,,
7586,C. Henry Gordon,1883-06-17,M,135.88780057085359,,5.0,,,,,,1.0,,dr5regw,,,,,,
7587,Carl Gordon,1932-01-20,M,87.29542701082157,,1.0,,,,,,1.0,,dq8w7sj,,,,,,
7588,Don Gordon,1926-11-13,M,92.4810228820578,,10.0,,,,,,3.0,,9q5ctr1,,,,,,
7589,Gavin Gordon,1901-04-07,M,118.08319130440736,,3.0,,,,,,,,dj9586j,,,,,,
7590,Hayes Gordon,1920-02-25,M,99.1971087702006,,2.0,,,,,,3.0,,drt2zp2,,,,,,
7591,James Gordon,1871-04-23,M,148.03863186786865,,4.0,,,,,,,,dppn59u,,,,,,
7592,Justin Gordon,,M,,,,,,,,,5.0,,9q735xt,,,,,,
7593,Keith Gordon,1961-02-03,M,58.254447387694476,,1.0,,1.0,,,,3.0,,dr5regw,,37.0,,,,0.0
7594,Kiowa Gordon,1990-03-25,M,29.117641019322786,,3.0,,,,,,2.0,,u33dc0c,,,,,,
7595,Leo Gordon,1922-12-02,M,96.42908478613523,,11.0,,,,1.0,,4.0,,dr5rmm5,,,,,,
7596,Zachary Gordon,1998-02-15,M,21.221517211167928,,1.0,,,,,,3.0,,9q5d3qp,,,,,,
7597,George O. Gore II,1982-12-15,M,36.39225993689124,,11.0,,,,,,4.0,,dqchpq3,,,,,,
7598,Jack Gore,2005-05-19,M,13.966063642648376,,4.0,,,,,,1.0,,dr5regw,,,,,,
7599,Eric Gores,,M,,,,,,,,,2.0,,,,,,,,
7600,Christopher Gorham,1974-08-14,M,44.72918677317125,,7.0,,1.0,,3.0,,1.0,,9qdbfpv,,26.0,,,,0.0
7601,Buddy Gorman,1921-09-02,M,97.677570381322,,8.0,,,,,,1.0,,dr72h8r,,,,,,
7602,Charles Gorman,,M,,,,,,,,,,,,,,,,,
7603,Cliff Gorman,1936-10-13,M,82.56432370274544,,9.0,,1.0,,,,1.0,,dr5x8y2,,27.0,,,,0.0
7604,Lev Gorn,,M,,,,,,,,,1.0,,ubjb702,,,,,,
7605,Walt Gorney,,M,,,,,,,,,1.0,,u2edk85,,,,,,
7606,Frank Gorshin,1933-04-05,M,86.08801002073965,,3.0,,1.0,,1.0,,1.0,,dppn59u,,24.0,,,,0.0
7607,Harry Gorsuch,,M,,,,,,,,,1.0,,,,,,,,
7608,Marjoe Gortner,1944-01-14,M,75.31160804123287,,0.0,,,,,,3.0,,9q5bn7t,,,,,,
7609,Bob Gosse,1963-01-09,M,56.32422294776758,,0.0,,,,,,5.0,,dr7bpc2,,,,,,
