,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
7610,Mark-Paul Gosselaar,1974-03-01,M,45.18367933633135,,2.0,,2.0,,4.0,,2.0,,9q5ctr1,,22.0,37.0,,,1.0
7611,Louis Gossett Jr.,1936-05-27,M,82.94489277671684,,5.0,,3.0,,2.0,,1.0,,dr5rmm5,,31.0,32.0,,,1.0
7612,Robert Gossett,1954-03-03,M,65.17861420836843,,2.0,,,,,,1.0,,dr72r5t,,,,,,
7613,Robert Shaw,1915-09-15,M,103.64346974954996,,8.0,,,,,,1.0,,9vg4mqf,,,,,,
7614,Lloyd Gough,1907-09-21,M,111.62720658192845,-2.225918396681657,8.0,11.0,1.0,2.0,1.0,2.0,1.0,1.0,dr5regw,20000000.0,36.0,,23.0,23.0,0.0
7615,Aidan Gould,1997-02-26,M,22.19073629164185,,2.0,,,,,,4.0,,djg8dj3,,,,,,
7616,Alexander Gould,1994-05-04,M,25.008042601833033,,4.0,,,,,,1.0,,9q5ctr1,,,,,,
7617,Elliott Gould,1938-08-29,M,80.68885740295829,-3.652367947322669,8.0,4.0,3.0,2.0,3.0,,1.0,3.0,dr5rmm5,19545.0,25.0,33.0,21.0,21.0,1.0
7618,Geoffrey Gould,1957-04-29,M,62.021807429310655,,4.0,,,,,,1.0,,dr5rmm5,,,,,,
7619,Harold Gould,1923-12-10,M,95.40784547252852,,11.0,,1.0,,3.0,,1.0,,dre7t6n,,27.0,,,,0.0
7620,Jason Gould,1966-12-29,M,52.354257787634246,,0.0,,,,,,5.0,,dr5regw,,,,,,
7621,Nolan Gould,1998-10-28,M,20.523350924385852,,10.0,,,,,,1.0,,dr5regw,,,,,,
7622,William Gould,1886-05-02,M,133.01299821351571,,4.0,,,,,,1.0,,f157d6m,,,,,,
7623,Ray Goulding,1922-03-20,M,97.13272688693128,,3.0,,,,,,,,drt691j,,,,,,
7624,Robert Goulet,1933-11-26,M,85.44460187409734,,11.0,,,,3.0,,3.0,,drt6uws,,,,,,
7625,Andre Gower,1973-04-27,M,46.0269546944838,,4.0,,,,,,3.0,,9q5ctr1,,,,,,
7626,Tito Goya,1951-04-04,M,68.09174726380418,,3.0,,,,,,1.0,,,,,,,,
7627,GQ,1976-02-07,M,43.24524117538347,,1.0,,,,,,3.0,,dp3wjzt,,,,,,
7628,Jason Graae,1958-05-15,M,60.978664859648035,,4.0,,,,,,5.0,,dp3wjzt,,,,,,
7629,Lucas Grabeel,1984-11-23,M,34.451083868936394,,11.0,,,,,,4.0,,9ytetjd,,,,,,
7630,Norm Grabowski,,M,,,,,,,,,,,,,,,,,
7631,Marty Grabstein,1954-11-28,M,64.43937931648152,,11.0,,1.0,,2.0,,3.0,,dr5rmm5,,45.0,,,,0.0
7632,Topher Grace,1978-07-12,M,40.81945556719166,-10.417736161591273,6.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,dr5regw,5003530.0,38.0,,28.0,28.0,0.0
7633,Joey Graceffa,1991-05-16,M,27.975933797408572,,4.0,,,,,,4.0,,drt0guc,,,,,,
7634,Don Grady,1944-06-08,M,74.91187361821255,,5.0,,,,,,3.0,,9mudjgt,,,,,,
7635,Ed Grady,1923-08-31,M,95.68437408023435,,8.0,,,,,,,,dq2bde6,,,,,,
7636,Tom Graeff,1929-09-12,M,89.65002703683169,,8.0,,,,,,7.0,,9tchf0y,,,,,,
7637,David Graf,1950-04-16,M,69.05822843727114,,3.0,,1.0,,2.0,,1.0,1.0,dpjejwz,,33.0,,,,0.0
7638,Todd Graff,1959-10-22,M,59.54126368097908,,9.0,,,,,,3.0,,dr5x8y2,,,,,,
7639,Wilton Graff,1903-08-13,M,115.7340670924112,,7.0,,2.0,,,,1.0,,9yzgery,,35.0,,,,1.0
7640,C. J. Graham,,M,,,,,,,,,,,,,,,,,
7641,Fred Graham,1908-10-26,M,110.52930587212606,,10.0,,,,,,2.0,,9wmwggk,,,,,,
7642,Gerrit Graham,1949-11-27,M,69.44153541824952,,11.0,,,,,,2.0,,dr5regw,,,,,,
7643,Holter Graham,1972-02-11,M,47.234371684565744,,1.0,,,,,,9.0,,dqcx88s,,,,,,
7644,Nathan Lee Graham,1968-09-09,M,50.656755443301364,,8.0,,,,,,2.0,,9yzgery,,,,,,
7645,Ronny Graham,1919-08-26,M,99.69814575247952,,8.0,,,,,,,,dr4e394,,,,,,
7646,T. Max Graham,1941-09-02,M,77.67715969527094,,8.0,,,,,,1.0,,9yuwrvc,,,,,,
7647,Kelsey Grammer,1955-02-21,M,64.2066572208875,,2.0,,4.0,,7.0,,8.0,,de3b67n,,27.0,35.0,,,1.0
7648,Albert Gran,1862-08-04,M,156.75612777812,,7.0,,,,,,1.0,,u4ez91g,,,,,,
7649,Sean Grandillo,1992-12-09,M,26.407113082404155,,11.0,,,,,,3.0,,dpmuhfx,,,,,,
7650,Farley Granger,1925-07-01,M,93.84997638555208,,6.0,,,,,,2.0,,9q9k6mj,,,,,,
7651,Carson Grant,1950-12-17,M,68.38744122055894,,11.0,,,,,,5.0,,drmnpxu,,,,,,
7652,David Marshall Grant,1955-06-21,M,63.87810838004886,,6.0,,,,,,3.0,,dr7f49w,,,,,,
7653,Kirby Grant Jr.,1911-11-24,M,107.45189839627098,,11.0,,,,,,2.0,,c2pvxnw,,,,,,
7654,"Oliver ""Power"" Grant",,M,,,,,,,,,4.0,,dr5qbem,,,,,,
7655,Rodney Arnold Grant,1959-03-09,M,60.16276857156546,,2.0,,,,,,,,9z7rx67,,,,,,
7656,Charley Grapewin,1869-12-20,M,149.37746839428596,,11.0,,1.0,,,,10.0,,dph3f0k,,27.0,,,,1.0
7657,Peter Graves,1926-03-18,M,93.13812056373509,,2.0,,1.0,,3.0,,1.0,,9zvxvey,,24.0,,,,0.0
7658,Ralph Graves,1900-01-23,M,119.2851324804753,,1.0,,,,,,2.0,,dpmuhfx,,,,,,
7659,Billy Gray,1938-01-13,M,81.31310020055169,,0.0,,,,,,1.0,,9q5ctr1,,,,,,
7660,Dalton E. Gray,1997-06-04,M,21.922421404956975,,5.0,,,,,,1.0,,9vk1mc9,,,,,,
7661,Gary Gray,1936-12-18,M,82.38362184028419,,11.0,,,,,,1.0,,9q5ctr1,,,,,,
7662,Joe Gray,1912-05-05,M,107.00561955413185,,4.0,,,,,,3.0,,dr5rmm5,,,,,,
7663,Lawrence Gray,1898-07-28,M,120.77455389227705,,7.0,,,,,,,,9q8yyk8,,,,,,
7664,Mack Gray,,M,,,,,,,,,1.0,,dr5rmm5,,,,,,
7665,Michael Gray,1951-09-02,M,67.67832330574892,,8.0,,,,,,3.0,,dp3wjzt,,,,,,
7666,Robert Gray,1945-02-10,M,74.23561058748639,,1.0,,,,,,1.0,,9y7txts,,,,,,
7667,Roger Gray,1881-05-26,M,137.94670664010894,,5.0,,,,,,1.0,,9z7f8yw,,,,,,
7668,Devon Graye,1987-03-08,M,32.164931518100985,,2.0,,,,,,1.0,,9q9htvv,,,,,,
7669,Jack Dylan Grazer,,M,,,,,,,,,1.0,,,,,,,,
7670,Michael Graziadei,1979-09-22,M,39.62299020513768,,8.0,,,,,,1.0,,u1p7jf6,,,,,,
7671,Jay Grdina,1967-10-11,M,51.57121638363553,,9.0,,,,,,2.0,,dpjjcms,,,,,,
7672,Walter Noel Greaza,1897-01-01,M,122.34337460728146,,0.0,,,,,,,,9zvz9xt,,,,,,
7673,Paul Greco,,M,,,,,,,,,2.0,,dr5r8pt,,,,,,
7674,Brian Austin Green,1973-07-15,M,45.81066004093171,-12.835308048762126,6.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,9q5ctr1,20000000.0,37.0,,24.0,24.0,0.0
7675,Bryan Greenberg,1978-05-24,M,40.9536130105341,-4.878950286453521,5.0,3.0,1.0,,,,2.0,1.0,9z7f8yw,5003530.0,37.0,,,,0.0
7676,Shon Greenblatt,1967-05-13,M,51.984640341690785,,4.0,,,,,,,,dr76h6z,,,,,,
7677,Clay Greenbush,,M,,,,,,,,,1.0,,9q5cgq7,,,,,,
7678,Harrison Greene,1884-01-18,M,135.2991505643511,,0.0,,,,,,1.0,,c20fbmg,,,,,,
7679,James Greene,1926-12-01,M,92.43174055593201,,11.0,,,,,,1.0,,drt6uws,,,,,,
7822,Michael Greene,1933-11-04,M,85.50483582825109,,10.0,,,,,,2.0,,9q8yyk8,,,,,,
7823,Peter Greene,1965-10-08,M,53.57810221975811,,9.0,,,,,,1.0,,dr70r24,,,,,,
7824,Reuben Greene,1938-11-24,M,80.45065949335032,,11.0,,,,,,1.0,,dr4e394,,,,,,
7825,Luke Greenfield,1972-02-05,M,47.250799126607674,,1.0,,,,,,2.0,,dr784gj,,,,,,
7826,Max Greenfield,1980-09-04,M,38.67019856670568,,8.0,,1.0,,2.0,,1.0,,dr73qfr,,28.0,,,,0.0
7827,Theo Greenly,1985-03-27,M,34.11158340006982,,3.0,,,,,,1.0,,9munzdr,,,,,,
7828,Brad Greenquist,1959-10-08,M,59.57959437907692,,9.0,,,,,,1.0,,,,,,,,
7829,Tom Greenway,1909-06-05,M,109.9214905165746,,5.0,,,,,,4.0,,9yjpyv0,,,,,,
7830,Dabbs Greer,1917-04-02,M,102.09655229060145,,3.0,,,,,,,,9yt16yr,,,,,,
7831,Michael Greer,1938-04-20,M,81.0475232208738,,4.0,,,,,,4.0,,9zr8zw3,,,,,,
7832,Stuart Greer,1959-12-02,M,59.42900949369256,,11.0,,,,,,2.0,,,,,,,,
7833,Bradley Gregg,,M,,,,,,,,,4.0,,9q5cgq7,,,,,,
7834,Clark Gregg,1962-04-02,M,57.09631272373834,2.01783746415053,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,drt2zp2,625441.0,39.0,,41.0,41.0,0.0
7835,Adam Gregory,1987-12-28,M,31.357248951039377,,0.0,,1.0,,2.0,,1.0,,dngykys,,23.0,,,,0.0
7836,Andre Gregory,1934-05-11,M,84.99010931093726,,4.0,,1.0,1.0,2.0,,3.0,5.0,u09tvw0,20000000.0,66.0,,,,0.0
7837,James Gregory,1911-12-23,M,107.3724990930683,,0.0,,1.0,,,,,,dr72r5t,,33.0,,,,0.0
7838,Michael Gregory,1944-11-26,M,74.44369152001752,,11.0,,,,,,,,dr5rmm5,,,,,,
7839,Robert Greig,1879-12-27,M,139.35946665571504,,0.0,,,,,,1.0,,r1r0fsn,,,,,,
7840,Adrian Grenier,1976-07-10,M,42.82360349630725,,6.0,,,,,,4.0,,9wkej2d,,,,,,
7841,Zach Grenier,,M,,,,,,,,,1.0,,,,,,,,
7842,Joel Gretsch,1963-12-20,M,55.37964503035654,,11.0,,,,2.0,,1.0,,cbj51m8,,,,,,
7843,Kevin Grevioux,1962-09-09,M,56.65824760262018,,8.0,,,,,,5.0,,dp3wjzt,,,,,,
7844,Joel Grey,1932-04-11,M,87.07091863624849,,3.0,,1.0,,2.0,,4.0,,dpmuhfx,,26.0,50.0,,,1.0
7845,R. Henry Grey,,M,,,,,,,,,1.0,,9q9p1dh,,,,,,
7846,Eddie Gribbon,1890-01-03,M,129.3387270101371,,0.0,,,,,,1.0,,dr5regw,,,,,,
7847,Harry Gribbon,1885-06-09,M,133.90829380480093,,5.0,,,,,,1.0,,dr5regw,,,,,,
7848,Richard Grieco,1965-03-23,M,54.12294571414882,,3.0,,,,,,4.0,,drf40t7,,,,,,
7849,David Alan Grier,1956-06-30,M,62.85139325242818,,6.0,,2.0,,1.0,,3.0,,dpsby4p,,31.0,41.0,,,1.0
7850,Harry Guardino,1925-12-23,M,93.37084265932907,,0.0,,,,,,1.0,,dr5regw,,,,,,
7851,Matthew Gray Gubler,1980-03-09,M,39.160283920956616,,2.0,,,,,,3.0,,9qqjgbt,,,,,,
7852,Lance Guest,1960-07-21,M,58.79381506807121,,6.0,,,,,,1.0,,9q95zr9,,,,,,
7853,Nicholas Haden-Guest,1955-05-05,M,64.00679000937733,,4.0,,2.0,,,,1.0,,dr5regw,,25.0,34.0,,,1.0
7854,Cary Guffey,1972-05-10,M,46.990697960943756,,4.0,,,,2.0,,2.0,,dn58p82,,,,,,
7855,Noel Gugliemi,,M,,,,,,,,,3.0,,,,,,,,
7856,Anthony Guidera,,M,,,,,,,,,1.0,,9q8yyk8,,,,,,
7857,Paul Guilfoyle,1949-04-28,M,70.02470961073807,,4.0,,1.0,,1.0,,1.0,,drt2zp2,,40.0,,,,0.0
7859,Robert Guillaume,1927-11-30,M,91.4351424053882,,11.0,,2.0,,5.0,,1.0,,9yzgery,,28.0,57.0,,,1.0
7860,Ben Guillory,1947-01-14,M,72.31086196157348,,0.0,,,,,,3.0,,9q8yyk8,,,,,,
7861,Jahking Guillory,2001-05-14,M,17.97983531489353,,4.0,,,,,,1.0,,9q5bn7t,,,,,,
7862,Tim Guinee,1962-11-18,M,56.46659411213098,,10.0,,,,,,2.0,,9q5ctr1,,,,,,
7863,Stephen Adly Guirgis,,M,,,,,,,,,4.0,,,,,,,,
7864,Tom Guiry,1981-10-12,M,37.566822042889314,,9.0,,1.0,,3.0,,,,dr55r96,,28.0,,,,0.0
7865,Laurence Guittard,1939-07-16,M,79.809989253715,,6.0,,,,,,3.0,,9q8yyk8,,,,,,
7866,Tito Guízar,1908-04-08,M,111.07962518053074,,3.0,,,,,,,,9ewt80z,,,,,,
7867,Clu Gulager,1928-11-16,M,90.47139913892825,-0.4982990752719084,10.0,4.0,1.0,1.0,,,1.0,1.0,9y5rw6h,5003530.0,32.0,,31.0,31.0,0.0
7868,John Gulager,1957-12-09,M,61.408516259745255,,11.0,,,,,,4.0,,dr5regw,,,,,,
7869,Tom Gulager,1965-07-21,M,53.79439687331021,,6.0,,,,,,1.0,,9q5ctr1,,,,,,
7870,Sean Gullette,1968-06-04,M,50.92233242297925,,5.0,,,,2.0,,4.0,,drt2yyz,,,,,,
7871,Matthew Gumley,1997-02-07,M,22.24275652477464,,1.0,,,,,,4.0,,dhxpfr6,,,,,,
7872,Devon Gummersall,1978-10-15,M,40.55935440152775,,9.0,,,,,,3.0,,9wek11u,,,,,,
7873,Brian Gunn,1970-08-23,M,48.70462774731856,,8.0,,,,,,3.0,,9qqj7g2,,,,,,
7874,Bruno Gunn,1968-11-08,M,50.49248102288206,,10.0,,,,,,1.0,,dpq0h5n,,,,,,
7875,Matt Gunn,1972-12-29,M,46.35276562831543,,0.0,,,,,,2.0,,9yzgery,,,,,,
7876,Moses Gunn,1929-10-02,M,89.59526889669192,,9.0,,,,,,1.0,,9yzgery,,,,,,
7877,Sean Gunn,1974-05-22,M,44.95917096175828,,5.0,,,,,,1.0,,9yzgery,,,,,,
7878,Bob Gunton,1945-11-15,M,73.47447243954359,,10.0,,2.0,,1.0,,1.0,,9q59x9j,,35.0,61.0,,,1.0
7879,Arjun Gupta,1986-11-28,M,32.43872221879984,,11.0,,,,,,1.0,,dhvr58h,,,,,,
7880,Damon Gupton,1973-01-04,M,46.3363381862735,,0.0,,,,,,2.0,,dpsby4p,,,,,,
7881,Scott Gurney,,M,,,,,,,,,6.0,,,,,,,,
7882,Eric Gurry,1966-12-14,M,52.395326392739065,,11.0,,,,,,,,,,,,,,
7883,Louis Guss,1918-01-04,M,101.33815204966564,,0.0,,,,,,2.0,,dr5regw,,,,,,
7884,Grant Gustin,1990-01-14,M,29.30929450981197,,0.0,,1.0,,,,2.0,,dq9c8h6,,28.0,,,,0.0
7885,Ricardo Gutierrez,,M,,,,,,,,,4.0,,9yegjbp,,,,,,
7886,Paul Gutrecht,1967-09-05,M,51.66978103588712,,8.0,,,,,,5.0,,9yegjbp,,,,,,
7887,Steve Guttenberg,1958-08-24,M,60.702136251942214,,8.0,,2.0,,,,5.0,,dr5rmm5,,30.0,34.0,,,1.0
7888,Ryan Guzman,1987-09-21,M,31.62556383772425,,8.0,,,,1.0,,1.0,,9vc0de0,,,,,,
7889,Fred Gwynne,1926-07-10,M,92.82599916493835,,6.0,,2.0,,5.0,,1.0,,dr5regw,,26.0,54.0,,,1.0
7890,Michael C. Gwynne,1942-10-01,M,76.59842433451747,,9.0,,,,,,1.0,,dpsby4p,,,,,,
7891,Jake Gyllenhaal,1980-12-19,M,38.379980423964895,,11.0,,,,,,1.0,,9q5ctr1,,,,,,
7892,William Haade,1903-03-02,M,116.18308384155729,,2.0,,,,,,1.0,,dr5regw,,,,,,
7893,Trent Haaga,,M,,,,,,,,,3.0,,,,,,,,
7894,Lukas Haas,1976-04-16,M,43.05632559190127,,3.0,,,,,,2.0,,9q5ctr1,,,,,,
7895,Todd Haberkorn,,M,,,,,1.0,,,,3.0,,,,,,,,1.0
7896,George Hackathorne,1896-02-13,M,123.22771857053877,,1.0,,,,,,,,c25ebfk,,,,,,
7897,Buddy Hackett,1924-08-31,M,94.68230011567655,,8.0,,1.0,,3.0,,2.0,,dr5rmm5,,31.0,,,,0.0
7898,Karl Hackett,1893-09-05,M,125.66719371376551,,8.0,,,,,,1.0,,9ysgmzv,,,,,,
7899,Raymond Hackett,1902-07-15,M,116.81280245316471,,6.0,,,,,,1.0,,dr5regw,,,,,,
7900,Sandy Hackett,,M,,,,,,,,,4.0,,,,,,,,
7901,Gene Hackman,1930-01-30,M,89.26672005585328,,1.0,,2.0,,3.0,,2.0,,9qhd510,,26.0,56.0,,,1.0
7902,Jonathan Hadary,1948-10-11,M,70.56955310512879,,9.0,,,,,,,,dp3wjzt,,,,,,
7903,Thomas J. Hageboeck,1945-07-20,M,73.79754546636823,,6.0,,,,,,1.0,,dqcx88s,,,,,,
7904,Kevin Hagen,1928-04-03,M,91.09290402951464,,3.0,,,,,,1.0,,dp3wjzt,,,,,,
7905,Ross Hagen,1938-05-21,M,80.96264810365716,,5.0,,,,2.0,,8.0,,9w20x0c,,,,,,
7906,Ron Hagerthy,1932-03-09,M,87.16126956747914,,2.0,,,,,,2.0,,9zbfnsm,,,,,,
7907,Mike Hagerty,1954-05-10,M,64.99243653189319,,4.0,,,,,,1.0,,dp3wjzt,,,,,,
7908,Arthur Haggerty,1931-12-03,M,87.42684654715704,,11.0,,,,,,3.0,,dr72r5t,,,,,,
7909,Dan Haggerty,,M,,,,,2.0,,6.0,,1.0,,9q5cu2t,,,,,,1.0
7910,Don Haggerty,1914-07-03,M,104.84541092561793,,6.0,,,,,,5.0,,dr7mjzk,,,,,,
7911,Larry Hagman,1931-09-21,M,87.62671375866721,,8.0,,1.0,,2.0,,3.0,,9vff34v,,23.0,,,,0.0
7912,Archie Hahn,1941-11-01,M,77.51288527485164,,10.0,,,,,,2.0,,9q5ctr1,,,,,,
7913,Horace Hahn,1915-07-23,M,103.79131672792734,,7.0,,,,,,,,9xhbbzg,,,,,,
7914,Jess Hahn,,M,,,,,,,,,1.0,,dp1bdbe,,,,,,
7915,Charles Haid,1943-06-02,M,75.93037502481228,,5.0,,,,,,1.0,,9q8yyk8,,,,,,
7916,Douglas Haig [1],1920-03-09,M,99.16151597910977,,2.0,,,,,,1.0,,dj24fj0,,,,,,
7917,Sid Haig,,M,,,,,1.0,,,,1.0,,9qdbfpv,,,,,,0.0
7918,Larry Haines,1918-08-03,M,100.76045367119106,,7.0,,,,,,1.0,,dr72xzc,,,,,,
7919,William Haines,1900-01-02,M,119.34262852762205,,0.0,,,,,,3.0,,dnzc08v,,,,,,
7920,Jester Hairston,1901-07-09,M,117.82856595275742,,6.0,,,,,,6.0,,dnrn4jb,,,,,,
7921,Scott Halberstadt,1976-08-17,M,42.719563030041684,,7.0,,,,,,1.0,,dp53w86,,,,,,
7922,Alan Hale Jr.,1921-03-08,M,98.16491782856596,,2.0,,2.0,,4.0,,2.0,,9q5cuf8,,22.0,42.0,,,1.0
7923,Alan Hale Sr.,1892-02-10,M,127.2360144287699,-5.546999596158717,1.0,8.0,1.0,,1.0,,2.0,3.0,dqcjr21,5003530.0,22.0,,,,0.0
7924,Creighton Hale,1882-05-24,M,136.95284639657214,,5.0,,,,2.0,,1.0,,gc1zc3k,,,,,,
7925,Richard Hale,1892-11-16,M,126.46940046681314,,10.0,,,,,,3.0,,dnkzp5t,,,,,,
7926,Tony Hale,1970-09-30,M,48.600587281053,,9.0,,1.0,,1.0,,2.0,,dr77mp4,,33.0,,,,0.0
7927,Brian Haley,1963-02-12,M,56.231134109529975,,1.0,,,,,,1.0,,c23nb62,,,,,,
7928,Jack Haley,1898-08-10,M,120.7389611011862,,7.0,,1.0,,2.0,,4.0,,drt2zp2,,23.0,,,,0.0
7929,Jackie Earle Haley,1961-07-14,M,57.81364435956933,,6.0,,,,2.0,,1.0,,9q5dybb,,,,,,
7930,Charles Halford,1980-02-28,M,39.18766299102651,,2.0,,,,,,1.0,,9x0rvu7,,,,,,
7931,H.B. Halicki,1940-10-18,M,78.55055203050028,,9.0,,1.0,,,,,,dpx9dtn,,49.0,,,,0.0
7932,Bryant Haliday,1928-04-07,M,91.08195240148669,,3.0,,,,,,,,dred9ss,,,,,,
7933,Albert Hall,1937-11-10,M,81.48832624899896,,10.0,,,,,,1.0,,djfnjqw,,,,,,
7934,Anthony Michael Hall,1968-04-14,M,51.06196568033568,,3.0,,,,,,5.0,,drt2s8u,,,,,,
7935,Arch Hall Jr.,1943-12-02,M,75.42933804253339,,11.0,,,,,,4.0,,9q5f884,,,,,,
7936,Arch Hall Sr.,1908-12-21,M,110.37598307973472,,11.0,,1.0,,,,5.0,,9yzgery,,26.0,,,,1.0
7937,Arsenio Hall,1956-02-12,M,63.231962326399575,,1.0,,,,1.0,,7.0,,dpmuhfx,,,,,,
7938,Brandon Micheal Hall,1993-02-03,M,26.2537902900128,,1.0,,,,,,1.0,,dnjhr30,,,,,,
7939,Bug Hall,1985-02-04,M,34.251216657426234,,1.0,,1.0,,,,1.0,,9vff34v,,32.0,,,,0.0
7940,Emmett Campbell Hall,1882-11-18,M,136.4654989493282,,10.0,,,,,,1.0,,djgcukb,,,,,,
7941,Huntz Hall,1920-08-15,M,98.72618876499857,,7.0,,,,,,1.0,,dr5regw,,,,,,
7942,James Hall,1900-10-22,M,118.54042177457443,,9.0,,,,,,1.0,,9vg4mqf,,,,,,
7943,Jon Hall,,M,,,,,,,,,1.0,,9qdbfpv,,,,,,
7944,Kevin Peter Hall,1955-05-09,M,63.99583838134938,8.492987535678349,4.0,10.0,1.0,2.0,,2.0,1.0,2.0,dppn59u,625441.0,33.0,,42.0,42.0,1.0
7945,Michael C. Hall,1971-02-01,M,48.261086812186434,-0.5585330294256555,1.0,8.0,3.0,2.0,,,1.0,1.0,dq25d93,5003530.0,31.0,36.0,31.0,31.0,1.0
7946,Philip Baker Hall,1931-09-10,M,87.65683073574404,,8.0,,,,4.0,,1.0,,dpksgn9,,,,,,
7947,Pooch Hall,1977-02-08,M,42.240429303818686,,1.0,,1.0,,4.0,,3.0,,drmrrvj,,20.0,,,,0.0
7948,Porter Hall,1888-09-19,M,130.6282812104287,,8.0,,1.0,,2.0,,1.0,,dngykys,,39.0,,,,0.0
7949,Robert David Hall,1947-11-09,M,71.49222776648391,,10.0,,,,,,1.0,,dr5pzmm,,,,,,
7950,Thurston Hall,1882-05-10,M,136.99117709466998,,4.0,,,,,,1.0,,drt2zp2,,,,,,
7951,William Hall,,M,,,,,,,,,6.0,,,,,,,,
7952,William Hall Jr.,,M,,,,,,,,,4.0,,,,,,,,
7953,Charles Hallahan,1943-07-29,M,75.77431432541394,,7.0,,,,,,1.0,,dr4e394,,,,,,
7954,John Halliday,1880-09-14,M,138.64213501988405,,8.0,,,,1.0,,1.0,,dr5rmm5,,,,,,
7955,Brian Hallisay,1978-10-31,M,40.515547889415934,-0.30938349178970137,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,dqcjqfz,20000000.0,35.0,,34.0,34.0,0.0
7956,Billy Halop,1920-02-11,M,99.2354394682985,,1.0,,,,,,3.0,,dr5x8cs,,,,,,
7957,Luke Halpin,1947-04-04,M,72.09182940101441,,3.0,,,,,,4.0,,dr5rvuf,,,,,,
7958,Brett Halsey,1933-06-20,M,85.87992908820851,,5.0,,,,,,1.0,,9mupvz5,,,,,,
7959,Charles Halton,1876-03-16,M,143.14051623236617,,2.0,,,,,,1.0,,dqcjqfz,,,,,,
7960,Rusty Hamer,1947-02-15,M,72.22324893734985,,1.0,,,,,,1.0,,dr72ufj,,,,,,
7961,Mark Hamill,1951-09-25,M,67.61535144458819,,9.0,,1.0,,3.0,,4.0,,9q9p1dh,,27.0,,,,0.0
7962,Ashley Hamilton,1974-09-30,M,44.600505143842796,3.468928177854439,9.0,3.0,2.0,3.0,,,3.0,5.0,9q5ctr1,5003530.0,19.0,20.0,22.0,22.0,1.0
7963,Bernie Hamilton,1928-06-12,M,90.90125053902544,,5.0,,,,,,1.0,,9q5cx19,,,,,,
7964,George Hamilton,1939-08-12,M,79.7360657645263,-5.766032156717798,7.0,4.0,1.0,2.0,2.0,,1.0,2.0,9ypzyyu,5003530.0,33.0,36.0,27.0,27.0,1.0
7965,Hale Hamilton,1880-02-28,M,139.18697851427476,,2.0,,,,,,1.0,,9ygynu7,,,,,,
7966,John F. Hamilton,,M,,,,,,,,,4.0,,dr5regw,,,,,,
7967,Josh Hamilton,1969-06-09,M,49.9093068303935,,5.0,,1.0,,,,1.0,,dr5regw,,36.0,,,,0.0
7968,Mahlon Hamilton,1880-06-15,M,138.89128455751998,,5.0,,,,,,1.0,,dqcx88s,,,,,,
7969,Murray Hamilton,1923-03-24,M,96.12243920135252,,3.0,,1.0,,1.0,,1.0,,dq34nxh,,30.0,,,,0.0
7970,Neil Hamilton,1899-09-09,M,119.65748783342572,,8.0,,1.0,,,,1.0,,drt99db,,23.0,,,,1.0
7971,Richard Hamilton,1920-12-31,M,98.34835759803421,,0.0,,,,,,,,dp3wjzt,,,,,,
7972,Harry Hamlin,1951-10-30,M,67.51952469934359,-5.7550805286898425,10.0,7.0,3.0,1.0,3.0,,6.0,1.0,9q5fr83,19545.0,34.0,38.0,28.0,28.0,1.0
7973,Jon Hamm,1971-03-10,M,48.15978425292785,,2.0,,,,,,2.0,,9yzgery,,,,,,
7974,Armie Hammer,1986-08-28,M,32.690609663442785,,8.0,,1.0,,2.0,,1.0,,9q59x9j,,24.0,,,,0.0
7975,Brandon Hammond,,M,,,,,,,,,1.0,,,,,,,,
7976,Darrell Hammond,1955-10-08,M,63.579676516287115,,9.0,,,,,,3.0,,dhyxv8q,,,,,,
7977,Earl Hammond,1921-06-17,M,97.88838922086012,,5.0,,,,,,1.0,,dr72h8r,,,,,,
7978,Nicholas Hammond,1950-05-15,M,68.97882913406846,,4.0,,1.0,,,,,,dqcjqfz,,30.0,34.0,,,1.0
7979,Walter Hampden,1879-06-30,M,139.85228991697298,,6.0,,,,,,6.0,,dr5rmm5,,,,,,
7980,Chase Hampton,1975-01-12,M,44.31576281511597,,0.0,,,,,,6.0,,9y69ubw,,,,,,
7981,James Hampton,1936-07-09,M,82.82716277541633,,6.0,,,,,,3.0,,9y69ubw,,,,,,
7982,Paul Hampton,1937-08-20,M,81.71283462357202,,7.0,,,,,,3.0,,9y69ubw,,,,,,
7983,Sean Hampton,1981-02-01,M,38.259512515657406,,1.0,,,,,,3.0,,djjw4c7,,,,,,
7984,John Hancock,1941-03-04,M,78.17545877054286,,2.0,,,,,,,,9ynvu58,,,,,,
7985,James Hand,,M,,,,,,,,,2.0,,,,,,,,
7986,Evan Handler,1961-01-10,M,58.320157155862205,,0.0,,1.0,,1.0,,1.0,,dr5regw,,42.0,,,,0.0
7987,Marc Handler,,M,,,,,,,,,6.0,,9q5ctr1,,,,,,
7988,Taylor Handley,1984-06-01,M,34.93021759515939,,5.0,,,,,,1.0,,9q4gu4n,,,,,,
