,Unnamed: 0,Unnamed: 0.1,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp,name_spouse_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_spouse_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,birthplace,birthplace_sp,birthplace,birthplace_sp,geohash,geohash_sp,zodiac,zodiac_sp
56,56,56,Christina Applegate,1971-11-25,Johnathon Schaech ( m.  2001;  div.  2007) Martyn LeNoble  ( m.  2013),1,,Actress,"Hollywood ,  California , U.S.",1969-09-10,"Edgewood, Maryland , U.S.","
 Actor 
 writer 
 producer 
",Christina Applegate ( m.  2001;  div.  2007) Jana Kramer ( m.  2010;  div.  2011) Julie Solomon  ( m.  2013),1 (with Solomon),2.2067530476327373,47.36579122090119,49.572544268533925,"['Johnathon Schaech', 'Martyn LeNoble']","[2001, 2013]",[2007],"['Christina Applegate', 'Jana Kramer', 'Julie Solomon']","[2001, 2010, 2013]","[2007, 2011]",1.0,1.0,"['Johnathon Schaech', 'Martyn LeNoble']",2.0,"['Christina Applegate', 'Jana Kramer', 'Julie Solomon']",3.0,1.0,9.0,"Hollywood ,  California , U.S.","Edgewood, Maryland , U.S.","Hollywood ,  California , U.S.","Edgewood, Maryland , U.S.",dp3w62v,,11.0,8.0
57,57,57,Anne Archer,1947-08-24,William Davis (1969–1977) Terry Jastrow (1979–present),Jeffrey Tucker Jastrow (b. 1984) Tommy Davis,,Actress,"Los Angeles, California , U.S.",,,,,,,71.62090939581238,,,,,,,,,,,,,,1.0,4.0,"Los Angeles, California , U.S.",,"Los Angeles, California , U.S.",,9q8zekt,,8.0,
58,58,58,Beverly Archer,1948-07-19,Robert Bernard ( m.  1976),,,,"Oak Park, Illinois , U.S.",,,,,,,70.71740008350615,,['Robert Bernard'],[1976],,,,,,,['Robert Bernard'],1.0,,,1.0,2.0,"Oak Park, Illinois , U.S.",,"Oak Park, Illinois , U.S.",,9qh9trw,,6.0,
59,59,59,Eve Arden,1908-04-30,Ned Bergen ( m.  1939;  div.  1947) Brooks West ( m.  1952; died 1984),4,,Actress,"Mill Valley, California , U.S.",,,,,,,110.93725401616733,,"['Ned Bergen', 'Brooks West']","[1939, 1952]",[1947],,,,4.0,,"['Ned Bergen', 'Brooks West']",2.0,,,2.0,1.0,"Mill Valley, California , U.S.",,"Mill Valley, California , U.S.",,dr72b0t,,4.0,
60,60,60,Ashley Argota,1993-01-09,,,,"Actress, singer","Redlands, California , U.S.",,,,,,,26.240100754977856,,,,,,,,,,,,,,1.0,5.0,"Redlands, California , U.S.",,"Redlands, California , U.S.",,dqcx88s,,0.0,
61,61,61,Jillian Armenante,1968-07-05,Alice Dodd,2,,Actress,"Paterson, New Jersey , U.S.",,,,,,,50.75532009555295,,,,,,,,2.0,,,,,,1.0,2.0,"Paterson, New Jersey , U.S.",,"Paterson, New Jersey , U.S.",,xn76cyd,,6.0,
62,62,62,Bess Armstrong,1953-12-11,Chris Carreras ( m.  1983;  div.  1984) John Fiedler  ( m.  1985),3,,Actress,"Baltimore ,  Maryland , U.S.",,,,,,,65.32098537273181,,"['Chris Carreras', 'John Fiedler']","[1983, 1985]",[1984],,,,3.0,,"['Chris Carreras', 'John Fiedler']",2.0,,,1.0,1.0,"Baltimore ,  Maryland , U.S.",,"Baltimore ,  Maryland , U.S.",,9q5ctr1,,11.0,
63,63,63,Samaire Armstrong,1980-10-31,,1,,Actress,"Tokyo, Japan",,,,,,,38.43200065709768,,,,,,,,1.0,,,,,,4.0,2.0,"Tokyo, Japan",,"Tokyo, Japan",,dp3wjzt,,10.0,
64,64,64,Alexis Arquette,1969-07-28,,,,"Actress, musician, singer,  cartoonist","Los Angeles ,  California , U.S.",,,,,,,49.6930121768414,,,,,,,,,,,,,,1.0,2.0,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,dr5regw,,7.0,
65,65,65,Patricia Arquette,1968-04-08,Nicolas Cage ( m.  1995;  div.  2001) Thomas Jane ( m.  2006;  div.  2011),2,,Actress,"Chicago ,  Illinois , U.S.",1964-01-07,"Long Beach, California , U.S.","Actor, director, producer",Patricia Arquette ( m.  1995;  div.  2001) Lisa Marie Presley ( m.  2002;  div.  2004) Alice Kim ( m.  2004;  div.  2016) Erika Koike ( m.  2019;  sep.  2019),2,4.251969581853152,50.99625591216794,55.24822549402109,"['Nicolas Cage', 'Thomas Jane']","[1995, 2006]","[2001, 2011]","['Patricia Arquette', 'Lisa Marie Presley', 'Alice Kim', 'Erika Koike']","[1995, 2002, 2004, 2019]","[2001, 2004, 2016, 2019]",2.0,2.0,"['Nicolas Cage', 'Thomas Jane']",2.0,"['Patricia Arquette', 'Lisa Marie Presley', 'Alice Kim', 'Erika Koike']",4.0,5.0,4.0,"Chicago ,  Illinois , U.S.","Long Beach, California , U.S.","Chicago ,  Illinois , U.S.","Long Beach, California , U.S.",dr5rmm5,,3.0,0.0
66,66,66,Rosanna Arquette,1959-08-10,Anthony Greco ( m.  1979;  div.  1980) James Newton Howard ( m.  1986;  div.  1987) John Sidel ( m.  1993;  div.  1999) Todd Morgan  ( m.  2013),1,,"Actress, film director, film producer","New York City , U.S.",,,,,,,59.65899368227958,,"['Anthony Greco', 'James Newton Howard', 'John Sidel', 'Todd Morgan']","[1979, 1986, 1993, 2013]","[1980, 1987, 1999]",,,,1.0,,"['Anthony Greco', 'James Newton Howard', 'John Sidel', 'Todd Morgan']",4.0,,,4.0,1.0,"New York City , U.S.",,"New York City , U.S.",,drgy293,,7.0,
67,67,67,Beatrice Arthur,1922-05-13,Linden Hall School for Girls Blackstone College for Girls Franklin Institute The New School,2,,"Actress, comedienne, singer, activist","Brooklyn ,  New York City , U.S.",1922-06-10,United States,"Producer ,  screenwriter ,  film director",Bea Arthur ( m.  1947;  div.  1950),,-0.07666139619567823,96.90274269834427,96.82608130214857,,,,['Bea Arthur'],[1947],[1950],2.0,,,,['Bea Arthur'],1.0,1.0,1.0,"Brooklyn ,  New York City , U.S.",United States,"Brooklyn ,  New York City , U.S.",United States,drztr76,,4.0,5.0
68,68,68,Jean Arthur,1900-10-17,"Julian Anker ( m.  1928–1928) Frank Ross, Jr. ( m.  1932;  div.  1949)",,,Actress,"Plattsburgh, New York , U.S.",,,,,,,118.47197409939972,,"['Julian Anker', 'Frank Ross Jr']","[1928, 1932]",[1949],,,,,,"['Julian Anker', 'Frank Ross Jr']",2.0,,,3.0,2.0,"Plattsburgh, New York , U.S.",,"Plattsburgh, New York , U.S.",,dr78kqv,,9.0,
69,69,69,Katie Aselton,1978-10-01,Mark Duplass  ( m.  2006),2,,"Actress, film director/producer","Milbridge, Maine , U.S.",1976-12-07,"New Orleans ,  Louisiana , U.S.","
 Film director 
 film producer 
 screenwriter 
 actor 
 musician 
 film editor 
 author 
",Katie Aselton  ( m.  2006),2,1.8152323456333803,40.515547889415934,42.33078023504932,['Mark Duplass'],[2006],,['Katie Aselton'],[2006],,2.0,2.0,['Mark Duplass'],1.0,['Katie Aselton'],1.0,4.0,4.0,"Milbridge, Maine , U.S.","New Orleans ,  Louisiana , U.S.","Milbridge, Maine , U.S.","New Orleans ,  Louisiana , U.S.",djjw4c7,,9.0,11.0
70,70,70,Ashanti,1980-10-13,"
 Ja Rule 
 Lloyd 
 T.I. 
 Vita 
 Irv Gotti 
 Fat Joe 
 Nelly 
 Cadillac Tah 
 Black Child 
",,,"
 Singer 
 songwriter 
 dancer 
 actress 
","Glen Cove, New York , U.S.",,,,,,,38.481282983223466,,,,,,,,,,,,,,1.0,1.0,"Glen Cove, New York , U.S.",,"Glen Cove, New York , U.S.",,9zngpyj,,9.0,
71,71,71,Elizabeth Ashley,1939-08-30,James Farentino ( m.  1962;  div.  1965) George Peppard ( m.  1966;  div.  1972) James McCarthy ( m.  1975;  div.  1981),1,,Actress,"Ocala, Florida , U.S.",1938-02-24,"Brooklyn, New York , U.S.",,Elizabeth Ashley ( m.  1962;  div.  1965) Michele Lee ( m.  1966;  div.  1982) Debrah Mullowney ( m.  1985;  div.  1988) Stella Farentino  ( m.  1994),1,1.5113246678576562,79.60464622819086,81.11597089604852,"['James Farentino', 'George Peppard', 'James McCarthy']","[1962, 1966, 1975]","[1965, 1972, 1981]","['Elizabeth Ashley', 'Michele Lee', 'Debrah Mullowney', 'Stella Farentino']","[1962, 1966, 1985, 1994]","[1965, 1982, 1988]",1.0,1.0,"['James Farentino', 'George Peppard', 'James McCarthy']",3.0,"['Elizabeth Ashley', 'Michele Lee', 'Debrah Mullowney', 'Stella Farentino']",4.0,1.0,2.0,"Ocala, Florida , U.S.","Brooklyn, New York , U.S.","Ocala, Florida , U.S.","Brooklyn, New York , U.S.",9y1nrsr,,8.0,2.0
72,72,72,Mary Astor,1906-05-03,Kenneth Hawks ( m.  1928; his death 1930) Franklyn Thorpe ( m.  1931;  div.  1935) Manuel del Campo ( m.  1936;  div.  1941) Thomas Gordon Wheelock ( m.  1945;  div.  1955),2,,Actress,"Quincy, Illinois , U.S.",1898-08-12,"Goshen, Indiana",Film director,Mary Astor  (1928–1930; his death),,7.720897759707593,112.93045031725498,120.65134807696256,"['Kenneth Hawks', 'Franklyn Thorpe', 'Manuel del Campo', 'Thomas Gordon Wheelock']","[1928, 1931, 1936, 1945]","[1935, 1941, 1955]",,,,2.0,,"['Kenneth Hawks', 'Franklyn Thorpe', 'Manuel del Campo', 'Thomas Gordon Wheelock']",4.0,,,1.0,1.0,"Quincy, Illinois , U.S.","Goshen, Indiana","Quincy, Illinois , U.S.","Goshen, Indiana",9y6mkm2,,4.0,7.0
73,73,73,Margaret Avery,1944-01-20,Robert Gordon Hunt ( m.  1974;  div.  1980),1,,Actress,"Mangum, Oklahoma , U.S.",,,,,,,75.21304338898129,,['Robert Gordon Hunt'],[1974],[1980],,,,1.0,,['Robert Gordon Hunt'],1.0,,,2.0,1.0,"Mangum, Oklahoma , U.S.",,"Mangum, Oklahoma , U.S.",,dr72jm9,,1.0,
74,74,74,Nicki Aycox,1975-05-26,,,,"
 Actress 
 musician 
","Hennessey ,  Oklahoma , U.S.",,,,,,,43.86674606596987,,,,,,,,,,,,,,3.0,1.0,"Hennessey ,  Oklahoma , U.S.",,"Hennessey ,  Oklahoma , U.S.",,dr5rmm5,,5.0,
75,75,75,Rochelle Aytes,1976-05-17,CJ Lindsey ( m.  2016),,Fiorello H. LaGuardia High SchoolState University of New York at Purchase,"Actress , model","Harlem, New York City ,  New York , U.S.",,,,,,,42.88931326447497,,['CJ Lindsey'],[2016],,,,,,,['CJ Lindsey'],1.0,,,1.0,2.0,"Harlem, New York City ,  New York , U.S.",,"Harlem, New York City ,  New York , U.S.",,dr72r5t,,4.0,
76,76,76,Candice Azzara,1945-05-18,,,,Actress,"Brooklyn ,  New York , U.S.",,,,,,,73.88789639759885,,,,,,,,,,,,,,2.0,2.0,"Brooklyn ,  New York , U.S.",,"Brooklyn ,  New York , U.S.",,dr5x8y2,,4.0,
77,77,77,Lauren Bacall,1924-09-16,Humphrey Bogart ( m.  1945; died 1957) Jason Robards ( m.  1961;  div.  1969),"3, including  Sam Robards",,"
 Actress 
 model 
","The Bronx ,  New York City , U.S.",1899-12-25,"New York City , U.S.",Actor,Helen Menken ( m.  1926;  div.  1927) Mary Philips ( m.  1928;  div.  1937) Mayo Methot ( m.  1938;  div.  1945) Lauren Bacall ( m.  1945; his death 1957),2,24.72603818011321,94.5563563933551,119.28239457346831,"['Humphrey Bogart', 'Jason Robards']","[1945, 1961]",[1969],"['Helen Menken', 'Mary Philips', 'Mayo Methot', 'Lauren Bacall']","[1926, 1928, 1938, 1945]","[1927, 1937, 1945]",3.0,2.0,"['Humphrey Bogart', 'Jason Robards']",2.0,"['Helen Menken', 'Mary Philips', 'Mayo Methot', 'Lauren Bacall']",4.0,2.0,3.0,"The Bronx ,  New York City , U.S.","New York City , U.S.","The Bronx ,  New York City , U.S.","New York City , U.S.",dpqd8gj,,8.0,0.0
78,78,78,Barbara Bach,1947-08-27,Count Augusto Gregorini ( m.  1966;  div.  1978) Sir  Ringo Starr  ( m.  1981),"2, including  Francesca Gregorini",,"Actress, model","Queens ,  New York City , New York, U.S.",,,,,,,71.6126956747914,,"['Count Augusto Gregorini', 'Sir Ringo Starr']","[1966, 1981]",[1978],,,,2.0,,"['Count Augusto Gregorini', 'Sir Ringo Starr']",2.0,,,1.0,1.0,"Queens ,  New York City , New York, U.S.",,"Queens ,  New York City , New York, U.S.",,djfq8tf,,8.0,
79,79,79,Catherine Bach,1954-03-01,David Shaw ( m.  1976;  div.  1981) Peter Lopez ( m.  1990; died 2010),2,"University of California, Los Angeles (withdrawn)",Actress,"Warren, Ohio , U.S.",,,,,,,65.10195281217274,,"['David Shaw', 'Peter Lopez']","[1976, 1990]",[1981],,,,2.0,,"['David Shaw', 'Peter Lopez']",2.0,,,4.0,2.0,"Warren, Ohio , U.S.",,"Warren, Ohio , U.S.",,dr5rmm5,,2.0,
80,80,80,Mary Badham,1952-10-07,Richard Wilt ( m.  1975),2,,"Child actress, art restorer","Birmingham, Alabama , U.S.",,,,,,,66.49828538573688,,['Richard Wilt'],[1975],,,,,2.0,,['Richard Wilt'],1.0,,,2.0,3.0,"Birmingham, Alabama , U.S.",,"Birmingham, Alabama , U.S.",,9vg4mqf,,9.0,
81,81,81,Jane Badler,1953-12-31,Stephen  Hains [1],2,,"Actress, singer","Brooklyn ,  New York City , U.S.",,,,,,,65.26622723259204,,,,,,,,2.0,,,,,,8.0,1.0,"Brooklyn ,  New York City , U.S.",,"Brooklyn ,  New York City , U.S.",,9vz2h18,,0.0,
82,82,82,Erykah Badu,1971-02-26,Jay Electronica  (2004–2009) Carl Jones (2013–2018),3,,Singer songwriter record producer Rapper disc-jockey musician actress,"Dallas ,  Texas , U.S.",,,,,,,48.110501926802065,,,,,,,,3.0,,,,,,3.0,4.0,"Dallas ,  Texas , U.S.",,"Dallas ,  Texas , U.S.",,9vzr999,,2.0,
83,83,83,Katherine Bailess,1980-04-24,,,St. Aloysius Catholic High School,"Actress, dancer, singer-songwriter","Vicksburg, Mississippi , U.S.",,,,,,,38.9522029884255,,,,,,,,,,,,,,5.0,3.0,"Vicksburg, Mississippi , U.S.",,"Vicksburg, Mississippi , U.S.",,dq9dgz6,,4.0,
84,84,84,Laura Bailey,,Travis Willingham  ( m.  2011),1,,"Voice actress, voice director, actress","Mississippi , U.S. [1]",,,"Actor, voice actor",Laura Bailey  ( m.  2011),1,,,,['Travis Willingham'],[2011],,['Laura Bailey'],[2011],,1.0,1.0,['Travis Willingham'],1.0,['Laura Bailey'],1.0,2.0,10.0,"Mississippi , U.S. [1]",,"Mississippi , U.S. [1]",,dp3wjzt,,,
85,85,85,Pearl Bailey,1918-03-29,John Randolph Pinkett ( m.  1948–1952) Louie Bellson  ( m.  1952–1990),2,,"Actress, singer","Newport News, Virginia , U.S.",,,,,,,101.02603065086895,,"['John Randolph Pinkett', 'Louie Bellson']","[1948, 1952]",,,,,2.0,,"['John Randolph Pinkett', 'Louie Bellson']",2.0,,,5.0,7.0,"Newport News, Virginia , U.S.",,"Newport News, Virginia , U.S.",,9q5c1uf,,3.0,
86,86,86,Barbara Bain,1931-09-13,Martin Landau ( m.  1957;  div.  1993),Juliet Landau Susan Bain Landau Finch,,"Actress, former dancer and model","Chicago ,  Illinois , U.S.",1928-06-20,"Brooklyn, New York City , U.S.","Actor, acting coach",Barbara Bain ( m.  1957;  div.  1993),Susan Landau FinchJuliet Landau,3.230730268246439,87.56647980451343,90.79721007275988,['Martin Landau'],[1957],[1993],['Barbara Bain'],[1957],[1993],,,['Martin Landau'],1.0,['Barbara Bain'],1.0,2.0,3.0,"Chicago ,  Illinois , U.S.","Brooklyn, New York City , U.S.","Chicago ,  Illinois , U.S.","Brooklyn, New York City , U.S.",dhwfx1y,,8.0,5.0
87,87,87,Fay Bainter,1893-12-07,Reginald Venable  (m. 1921–1964; his death; 1 son),,,"Actress, Singer","Los Angeles, California , U.S. [1]",,,,,,,125.33043115190591,,['Reginald Venable'],[1921],,,,,,,['Reginald Venable'],1.0,,,2.0,5.0,"Los Angeles, California , U.S. [1]",,"Los Angeles, California , U.S. [1]",,dr5regw,,11.0,
88,88,88,Diora Baird,1983-04-06,Jonathan Togo ( m.  2013;  div.  2016),1 [1],,"Actress, model","Miami ,  Florida , United States",1977-08-25,"Rockland, Massachusetts , US",Actor,Diora Baird ( m.  2013;  div.  2016),1,5.612709364326442,36.003477141898884,41.61618650622532,['Jonathan Togo'],[2013],[2016],['Diora Baird'],[2013],[2016],,1.0,['Jonathan Togo'],1.0,['Diora Baird'],1.0,1.0,1.0,"Miami ,  Florida , United States","Rockland, Massachusetts , US","Miami ,  Florida , United States","Rockland, Massachusetts , US",dppvkj6,,3.0,8.0
89,89,89,Blanche Baker,1956-12-20,Bruce Van Dusen ( m.  1983;  div.  2002) Mark Magill ( m.  2003),4,,Actress,"New York City, New York , U.S.",,,,,,,62.29559813000953,,"['Bruce Van Dusen', 'Mark Magill']","[1983, 2003]",[2002],,,,4.0,,"['Bruce Van Dusen', 'Mark Magill']",2.0,,,2.0,1.0,"New York City, New York , U.S.",,"New York City, New York , U.S.",,9q5cgq7,,11.0,
90,90,90,Carroll Baker,1931-05-28,"
 Louie Ritter ( m.  1953;  div.  1953) 
 Jack Garfein ( m.  1955;  div.  1969) 
 Donald Burton ( m.  1978; died 2007) 
","
 Blanche Baker 
 Herschel Garfein 
",,Actress writer,"Johnstown ,  Pennsylvania , U.S.",,,,,,,87.8621737612682,,"['Louie Ritter', 'Jack Garfein', 'Donald Burton']","[1953, 1955, 1978]","[1953, 1969]",,,,,,"['Louie Ritter', 'Jack Garfein', 'Donald Burton']",3.0,,,2.0,4.0,"Johnstown ,  Pennsylvania , U.S.",,"Johnstown ,  Pennsylvania , U.S.",,9txqj0v,,5.0,
91,91,91,Diane Baker,1938-02-25,,,,"Actress, producer","Hollywood ,  Los Angeles ,  California , U.S.",,,,,,,81.11323298904152,,,,,,,,,,,,,,1.0,2.0,"Hollywood ,  Los Angeles ,  California , U.S.",,"Hollywood ,  Los Angeles ,  California , U.S.",,dn90q2e,,2.0,
92,92,92,Kathy Baker,1950-06-08,Donald Camillieri ( m.  1985;  div.  1999)   Steven Robman  ( m.  2003),2,"California Institute of the ArtsUniversity of California, Berkeley (BA)",Actress,"Midland, Texas , U.S.",,,,,,,68.83098215569109,,"['Donald Camillieri', 'Steven Robman']","[1985, 2003]",[1999],,,,2.0,,"['Donald Camillieri', 'Steven Robman']",2.0,,,3.0,5.0,"Midland, Texas , U.S.",,"Midland, Texas , U.S.",,9r92hyc,,5.0,
93,93,93,Leigh-Allyn Baker,1972-03-13,Keith Kauffman (m. 2004),2 [2],,"Actress, voice artist","Murray, Kentucky , U.S. [3]",,,,,,,47.06735935713944,,['Keith Kauffman'],[2004],,,,,,,['Keith Kauffman'],1.0,,,1.0,2.0,"Murray, Kentucky , U.S. [3]",,"Murray, Kentucky , U.S. [3]",,9qb832b,,2.0,
94,94,94,Brenda Bakke,1963-05-15,,,,Actress,"Klamath Falls, Oregon , U.S.",,,,,,,55.89710945467736,,,,,,,,,,,,,,2.0,3.0,"Klamath Falls, Oregon , U.S.",,"Klamath Falls, Oregon , U.S.",,dprxkzw,,4.0,
95,95,95,Fairuza Balk,1974-05-21,,,,"Actress, musician","Point Reyes ,  California , U.S.",,,,,,,44.87977165855561,,,,,,,,,,,,,,8.0,1.0,"Point Reyes ,  California , U.S.",,"Point Reyes ,  California , U.S.",,dpmuhfx,,5.0,
96,96,96,Lucille Ball,1911-08-06,Desi Arnaz ( m.  1940;  div.  1960) Gary Morton  ( m.  1961),Lucie Arnaz Desi Arnaz Jr.,,"Actress, comedian, model, film studio executive, TV producer","Jamestown, New York , U.S.",1917-03-02,"Santiago de Cuba ,  Republic of Cuba  (present-day  Cuba )","Actor, musician, producer",Lucille Ball ( m.   1940 ;  div.   1960 ) Edith Mack Hirsch ( m.   1963 ; died 1985),Lucie ArnazDesi Arnaz Jr.,-5.571640759221613,107.67093095683005,102.09929019760844,"['Desi Arnaz', 'Gary Morton']","[1940, 1961]",[1960],"['Lucille Ball', 'Edith Mack Hirsch']","[1940, 1963]",[1960],,,"['Desi Arnaz', 'Gary Morton']",2.0,"['Lucille Ball', 'Edith Mack Hirsch']",2.0,3.0,7.0,"Jamestown, New York , U.S.","Santiago de Cuba ,  Republic of Cuba  (present-day  Cuba )","Jamestown, New York , U.S.","Santiago de Cuba ,  Republic of Cuba  (present-day  Cuba )",dr5regw,,7.0,2.0
97,97,97,Kaye Ballard,1925-11-20,,,,"Actress, singer, comedian","Cleveland, Ohio , U.S.",,,,,,,93.37905638035005,,,,,,,,,,,,,,1.0,1.0,"Cleveland, Ohio , U.S.",,"Cleveland, Ohio , U.S.",,dr72r5t,,10.0,
98,98,98,Talia Balsam,1959-03-05,George Clooney ( m.  1989;  div.  1993) John Slattery  ( m.  1998),1,,Actress,"New York City , U.S.",1961-05-06,"Lexington, Kentucky , U.S.","Actor, screenwriter, producer with  Smoke House Pictures , director","
 Talia Balsam ( m.  1989;  div.  1993) 
 Amal Alamuddin  ( m.   2014 ) 
",2,-2.1711602565418864,60.091582989383774,57.920422732841885,"['George Clooney', 'John Slattery']","[1989, 1998]",[1993],"['Talia Balsam', 'Amal Alamuddin']","[1989, 2014]",[1993],1.0,2.0,"['George Clooney', 'John Slattery']",2.0,"['Talia Balsam', 'Amal Alamuddin']",2.0,5.0,6.0,"New York City , U.S.","Lexington, Kentucky , U.S.","New York City , U.S.","Lexington, Kentucky , U.S.",dn4mtdm,,2.0,4.0
99,99,99,Anne Bancroft,1931-09-17,Martin May ( m.  1953;  div.  1957) Mel Brooks  ( m.  1964),Max Brooks,,"Actress, director, screenwriter and singer","The Bronx , New York, U.S.",,,,,,,87.55552817648548,,"['Martin May', 'Mel Brooks']","[1953, 1964]",[1957],,,,,,"['Martin May', 'Mel Brooks']",2.0,,,1.0,3.0,"The Bronx , New York, U.S.",,"The Bronx , New York, U.S.",,drecmrb,,8.0,
100,100,100,Tallulah Bankhead,1902-01-31,John Emery ( m.  1937;  div.  1941),,,Actress,"Huntsville, Alabama , U.S.",1905-05-20,"New York City ,  New York , U.S.",Actor,Patricia Calvert  ( m.  1926–1929) [1] Tallulah Bankhead ( m.  1937;  div.  1941) Tamara Geva ( m.  1942;  div.  1963) [2],,-3.299177943421152,117.18241989910813,113.88324195568696,['John Emery'],[1937],[1941],"['Patricia Calvert', '1 Tallulah Bankhead', 'Tamara Geva']","[1926, 1937, 1942]","[1941, 1963]",,,['John Emery'],1.0,"['Patricia Calvert', '1 Tallulah Bankhead', 'Tamara Geva']",3.0,3.0,2.0,"Huntsville, Alabama , U.S.","New York City ,  New York , U.S.","Huntsville, Alabama , U.S.","New York City ,  New York , U.S.",9q5c4y9,,1.0,4.0
101,101,101,Elizabeth Banks,1974-02-10,Max Handelman  ( m.  2003),2,University of Pennsylvania (BA)American Conservatory Theater (MFA),Actress director producer,"Pittsfield, Massachusetts , U.S.",1973-05-03,"Portland ,  Oregon , U.S.","Sportswriter, film producer, blogger",Elizabeth Banks  ( m.  2003),2,0.7748276829777476,45.153562359254465,45.928390042232216,['Max Handelman'],[2003],,['Elizabeth Banks'],[2003],,2.0,2.0,['Max Handelman'],1.0,['Elizabeth Banks'],1.0,8.0,2.0,"Pittsfield, Massachusetts , U.S.","Portland ,  Oregon , U.S.","Pittsfield, Massachusetts , U.S.","Portland ,  Oregon , U.S.",dpxgvp4,,1.0,4.0
102,102,102,Tyra Banks,1973-12-04,Erik Asla (2013–2017),1,,"
 Television personality 
 producer 
 businesswoman 
 model 
 actress 
 singer 
 author 
","Inglewood, California , U.S.",,,,,,,45.339740035729676,,,,,,,,1.0,,,,,,3.0,1.0,"Inglewood, California , U.S.",,"Inglewood, California , U.S.",,9qce7rd,,11.0,
103,103,103,Christine Baranski,1952-05-02,Matthew Cowles ( m.  1983; died 2014),2,Juilliard School (BFA),"
 Actress 
 singer 
 producer 
","Buffalo ,  New York , U.S.",1944-09-28,"New York City , U.S.",Actor,Kathleen Dezina  ( m.  1980; divorced) Christine Baranski  ( m.  1983),2,7.592216130379133,66.93087469284106,74.52309082322019,['Matthew Cowles'],[1983],,,,,2.0,2.0,['Matthew Cowles'],1.0,,,3.0,3.0,"Buffalo ,  New York , U.S.","New York City , U.S.","Buffalo ,  New York , U.S.","New York City , U.S.",dr72r5t,,4.0,9.0
104,104,104,Adrienne Barbeau,1945-06-11,John Carpenter ( m.  1979;  div.  1984) Billy Van Zandt ( m.  1992;  div.  2018),3,,"Actress, singer, writer","Sacramento, California , U.S.",1948-01-16,"Carthage ,  New York , U.S.","
 Film director 
 screenwriter 
 producer 
 editor 
 composer 
 musician 
",Adrienne Barbeau ( m.  1979;  div.  1984) Sandy King  ( m.  1990),1,-2.5982737496320936,73.82218662943113,71.22391287979904,"['John Carpenter', 'Billy Van Zandt']","[1979, 1992]","[1984, 2018]","['Adrienne Barbeau', 'Sandy King']","[1979, 1990]",[1984],3.0,1.0,"['John Carpenter', 'Billy Van Zandt']",2.0,"['Adrienne Barbeau', 'Sandy King']",2.0,1.0,3.0,"Sacramento, California , U.S.","Carthage ,  New York , U.S.","Sacramento, California , U.S.","Carthage ,  New York , U.S.",drt2zp2,,5.0,0.0
105,105,105,Ellen Barkin,1954-04-16,Gabriel Byrne ( m.  1988;  div.  1999)     Ronald O. Perelman ( m.  2000;  div.  2006),2,,Actress,"The Bronx ,  New York , U.S.",1950-05-12,"Dublin , Ireland","Actor, film director, film producer, screenwriter, author","
 Ellen Barkin ( m.  1988;  div.  1999) 
 Hannah Beth King ( m.  2014) 
",3,3.928896555028509,64.97600908985126,68.90490564487978,"['Gabriel Byrne', 'Ronald O Perelman']","[1988, 2000]","[1999, 2006]","['Ellen Barkin', 'Hannah Beth King']","[1988, 2014]",[1999],2.0,3.0,"['Gabriel Byrne', 'Ronald O Perelman']",2.0,"['Ellen Barkin', 'Hannah Beth King']",2.0,1.0,3.0,"The Bronx ,  New York , U.S.","Dublin , Ireland","The Bronx ,  New York , U.S.","Dublin , Ireland",dr4gwp0,,3.0,4.0
106,106,106,Joanna Eyles,1934-11-15,"Richard Edward Herndon (m. 1955–?; divorced) Lawrence Dobkin (m. 1961–1967; divorced) Jack Lionel Warner (married 1980–2012, his death)",,,,"Boston ,  Massachusetts",,,,,,,84.39324558341376,,,,,,,,,,,,,,4.0,3.0,"Boston ,  Massachusetts",,"Boston ,  Massachusetts",,dphgr6d,,10.0,
107,107,107,Priscilla Barnes,1954-12-07,Ted Monte,,,Actress,"Fort Dix, New Jersey , U.S.",,,,,,,64.33260094320896,,,,,,,,,,,,,,3.0,2.0,"Fort Dix, New Jersey , U.S.",,"Fort Dix, New Jersey , U.S.",,dp3wjzt,,11.0,
108,108,108,Majel Barrett,1932-02-23,Gene Roddenberry ( m.  1969; died 1991),Rod Roddenberry,Shaker Heights High School,"Actress, producer, voice actress","Columbus , Ohio, U.S.",1921-08-19,"El Paso, Texas , U.S.","Television writer ,  producer","Bel Air, Los Angeles","3, including Rod Roddenberry",10.513562906835867,87.12020096237431,97.63376386921018,['Gene Roddenberry'],[1969],,,,,,3.0,['Gene Roddenberry'],1.0,,,1.0,3.0,"Columbus , Ohio, U.S.","El Paso, Texas , U.S.","Columbus , Ohio, U.S.","El Paso, Texas , U.S.",dr5regw,,2.0,7.0
