,Unnamed: 0,Unnamed: 0.1,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp,name_spouse_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_spouse_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,birthplace,birthplace_sp,birthplace,birthplace_sp,geohash,geohash_sp,zodiac,zodiac_sp
939,939,939,Swoosie Kurtz,1944-09-06,,,,Actress,"Omaha, Nebraska , U.S.",,,,,,,74.58332477737393,,,,,,,,,,,,,,3.0,,"Omaha, Nebraska , U.S.",,"Omaha, Nebraska , U.S.",,9vrfqk7,,8.0,
940,940,940,Nancy Kwan,1939-05-19,Peter Pock ( m.  1962;  div.  1968) David Giler ( m.  1970;  div.  1972) Norbert Meisel ( m.  1976),1,,Actress,Hong Kong,,,,,,,79.88665064991069,,"['Peter Pock', 'David Giler', 'Norbert Meisel']","[1962, 1970, 1976]","[1968, 1972]",,,,1.0,,"['Peter Pock', 'David Giler', 'Norbert Meisel']",3.0,,,1.0,,Hong Kong,,Hong Kong,,9yutv8q,,4.0,
941,941,941,Eva LaRue,1966-12-27,John O'Hurley ( m.  1992;  div.  1994) John Callahan ( m.  1996;  div.  2005) Joe Cappuccio ( m.  2010;  div.  2014),1,,"Actress, model","Long Beach, California , U.S.",1954-10-09,"Kittery, Maine , U.S.","Actor, voice actor, singer, comedian, author, television personality",Eva LaRue ( m.  1992;  div.  1994)   Lisa Mesloh ( m.  2004),1,12.21654106518272,52.27759639143856,64.49413745662129,"[""John O'Hurley"", 'John Callahan', 'Joe Cappuccio']","[1992, 1996, 2010]","[1994, 2005, 2014]","['Eva LaRue', 'Lisa Mesloh']","[1992, 2004]",[1994],1.0,1.0,"[""John O'Hurley"", 'John Callahan', 'Joe Cappuccio']",3.0,"['Eva LaRue', 'Lisa Mesloh']",2.0,2.0,,"Long Beach, California , U.S.","Kittery, Maine , U.S.","Long Beach, California , U.S.","Kittery, Maine , U.S.",9q5ctr1,,0.0,9.0
942,942,942,Cheryl Ladd,1951-07-12,David Ladd ( m.  1973;  div.  1980) Brian Russell  ( m.  1981),Jordan Ladd  (b. 1975)  Lindsay Russell (stepdaughter),,"Actress, singer, author","Huron, South Dakota , U.S.",1947-02-05,"Los Angeles ,  California , U.S.",,Louise Hendricks ( m.  1971;  div.  1972) Cheryl Ladd ( m.  1973;  div.  1980) Dey Young ( m.  1982;  div.  2012) Edita Brychta ( m.  2017),"2,; including Jordan Ladd",4.429933537307406,67.73855725990266,72.16849079721007,"['David Ladd', 'Brian Russell']","[1973, 1981]",[1980],"['Louise Hendricks', 'Cheryl Ladd', 'Dey Young', 'Edita Brychta']","[1971, 1973, 1982, 2017]","[1972, 1980, 2012]",,2.0,"['David Ladd', 'Brian Russell']",2.0,"['Louise Hendricks', 'Cheryl Ladd', 'Dey Young', 'Edita Brychta']",4.0,2.0,,"Huron, South Dakota , U.S.","Los Angeles ,  California , U.S.","Huron, South Dakota , U.S.","Los Angeles ,  California , U.S.",9x0rvu7,,6.0,1.0
943,943,943,Diane Ladd,1935-11-29,"Bruce Dern ( m.  1960;  div.  1969) William A. Shea, Jr. ( m.  1969;  div.  1976) Robert Charles Hunter  ( m.  1999)","2, including  Laura Dern",,"Actress, director, producer, writer","Meridian, Mississippi , U.S.",1936-06-04,"Chicago ,  Illinois , U.S.",Actor,Marie Dean ( m.  1957–1959) Diane Ladd  ( m.  1960–1969) Andrea Beckett ( m.  1969),"2, including Laura Dern",-0.5147265173138394,83.35557882776511,82.84085231045128,"['Bruce Dern', 'William A Shea Jr', 'Robert Charles Hunter']","[1960, 1969, 1999]","[1969, 1976]","['Marie Dean', 'Diane Ladd', 'Andrea Beckett']","[1957, 1960, 1969]",,2.0,2.0,"['Bruce Dern', 'William A Shea Jr', 'Robert Charles Hunter']",3.0,"['Marie Dean', 'Diane Ladd', 'Andrea Beckett']",3.0,3.0,,"Meridian, Mississippi , U.S.","Chicago ,  Illinois , U.S.","Meridian, Mississippi , U.S.","Chicago ,  Illinois , U.S.",dr4e394,,11.0,5.0
944,944,944,Christine Lahti,1950-04-04,Thomas Schlamme  ( m.  1983),3,,Actress,"Birmingham, Michigan , U.S.",1950-05-22,"Houston ,  Texas , U.S.","Director, producer",Christine Lahti  ( m.  1983),3,-0.13141953633544834,69.00894611114532,68.87752657480989,['Thomas Schlamme'],[1983],,['Christine Lahti'],[1983],,3.0,3.0,['Thomas Schlamme'],1.0,['Christine Lahti'],1.0,1.0,,"Birmingham, Michigan , U.S.","Houston ,  Texas , U.S.","Birmingham, Michigan , U.S.","Houston ,  Texas , U.S.",dr4e394,,3.0,5.0
945,945,945,Sanoe Lake,1982-05-19,Michael Sterling Eaton  (2007-present) 2 children,,,"Actress, Model, Surfer","Kauai ,  Hawaii",,,,,,,36.88508319814917,,,,,,,,,,,,,,3.0,,"Kauai ,  Hawaii",,"Kauai ,  Hawaii",,9zzmdp4,,4.0,
946,946,946,Ricki Lake,1968-09-21,Rob Sussman ( m.  1994;  div.  2004) Christian Evans ( m.  2012;  div.  2015),2,Ithaca College (attended),Actress television host producer,"Hastings-on-Hudson, New York , U.S.",,,,,,,50.54176334900785,,"['Rob Sussman', 'Christian Evans']","[1994, 2012]","[2004, 2015]",,,,2.0,,"['Rob Sussman', 'Christian Evans']",2.0,,,15.0,,"Hastings-on-Hudson, New York , U.S.",,"Hastings-on-Hudson, New York , U.S.",,9zvxvey,,8.0,
947,947,947,Veronica Lake,1922-11-14,John S. Detlie ( m.  1940;  div.  1943) Andre DeToth ( m.  1944;  div.  1952) Joseph Allan McCarthy ( m.  1955;  div.  1959),4,"St. Bernard's School (Saranac Lake, New York)Villa MariaMiami High School",Actress,"Brooklyn, New York , United States",1908-12-23,"Sioux Falls, South Dakota , U.S.",Art/set director for films,"November 30, 2005 (2005-11-30)  (aged 96) La Quinta, California , U.S.",4,13.892140153459687,96.39622990205136,110.28837005551108,"['John S Detlie', 'Andre DeToth', 'Joseph Allan McCarthy']","[1940, 1944, 1955]","[1943, 1952, 1959]",,,,4.0,4.0,"['John S Detlie', 'Andre DeToth', 'Joseph Allan McCarthy']",3.0,,,1.0,,"Brooklyn, New York , United States","Sioux Falls, South Dakota , U.S.","Brooklyn, New York , United States","Sioux Falls, South Dakota , U.S.",dr5regw,,10.0,0.0
948,948,948,Christine Lakin,1979-01-25,Brandon Breault ( m.   2014 ),2,,Actress,"Dallas ,  Texas , U.S.",,,,,,,40.197950676605274,,['Brandon Breault'],[2014],,,,,2.0,,['Brandon Breault'],1.0,,,1.0,,"Dallas ,  Texas , U.S.",,"Dallas ,  Texas , U.S.",,9zm7r11,,1.0,
949,949,949,Hedy Lamarr,1914-11-09,"Actress, inventor",3,,"Actress, inventor","Vienna ,  Austria-Hungary",1900-02-09,"Vienna ,  Austria-Hungary",,Helene Strauss (divorced) Hedy Lamarr  (m. 1933–37; divorced) Herta Wrany (divorced) Gloria de Quaranta (divorced) Monika Brücklmeier,,14.7463671396401,104.41008371150673,119.15645085114686,,,,,,,3.0,,,,,,2.0,,"Vienna ,  Austria-Hungary","Vienna ,  Austria-Hungary","Vienna ,  Austria-Hungary","Vienna ,  Austria-Hungary",dr7fczk,,10.0,1.0
950,950,950,Dorothy Lamour,1914-12-10,Herbie Kay ( m.  1935;  div.  1939) William Ross Howard III ( m.  1943; died 1978),2,,"
 Actress 
 singer 
","New Orleans, Louisiana , U.S.",,,,,,,104.32520859429009,,"['Herbie Kay', 'William Ross Howard III']","[1935, 1943]",[1939],,,,2.0,,"['Herbie Kay', 'William Ross Howard III']",2.0,,,1.0,,"New Orleans, Louisiana , U.S.",,"New Orleans, Louisiana , U.S.",,cbq1zcr,,11.0,
951,951,951,Sarah Lancaster,1980-02-12,Matthew Jacobs ( m.  2011),1,,Actress,"Overland Park, Kansas , U.S.",,,,,,,39.14933229292867,,['Matthew Jacobs'],[2011],,,,,1.0,,['Matthew Jacobs'],1.0,,,1.0,,"Overland Park, Kansas , U.S.",,"Overland Park, Kansas , U.S.",,9y7txts,,1.0,
952,952,952,Juliet Landau,1965-03-30,Deverill Weekes,,,"Actress, director, producer, ballerina","Los Angeles ,  California , U.S.",,,,,,,54.02164315489024,,,,,,,,,,,,,,5.0,,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,9w118n2,,3.0,
953,953,953,Ricki Noel Lander,1979-12-14,Robert Kraft,1,B.A. & B.S. Florida International University,Actress,"Salt Lake City ,  Utah",,,,,,,39.31360671334798,,,,,,,,1.0,,,,,,1.0,,"Salt Lake City ,  Utah",,"Salt Lake City ,  Utah",,gcpv5zt,,11.0,
954,954,954,Audrey Landers,1956-07-18,Donald Berkowitz ( m.  1988),2,,"
 Actress 
 singer 
 writer 
 producer 
","Philadelphia, Pennsylvania , U.S.",,,,,,,62.71997371609273,,['Donald Berkowitz'],[1988],,,,,2.0,,['Donald Berkowitz'],1.0,,,1.0,,"Philadelphia, Pennsylvania , U.S.",,"Philadelphia, Pennsylvania , U.S.",,9x0rvu7,,6.0,
955,955,955,Judy Landers,1958-10-07,Tom Niedenfuer  (1987–present),2,,Actress,"Philadelphia, Pennsylvania , U.S.",,,,,,,60.499531133425045,,,,,,,,2.0,,,,,,4.0,,"Philadelphia, Pennsylvania , U.S.",,"Philadelphia, Pennsylvania , U.S.",,dr5x8y2,,9.0,
956,956,956,Carole Landis,1919-01-01,"
 Irving Wheeler ( m.  1934; annulled 1934) 
 Irving Wheeler ( m.  1934;  div.  1939) 
 Willis Hunt Jr. ( m.  1940;  div.  1940) 
 Thomas C. Wallace ( m.  1943;  div.  1945) 
 W. Horace Schmidlapp ( m.  1945–1948) 
",,San Bernardino High School,"Actress, Singer","Fairchild, Wisconsin , U.S.",,,,,,,100.26489250292614,,"['Irving Wheeler', 'Irving Wheeler', 'Willis Hunt Jr', 'Thomas C Wallace', 'W Horace Schmidlapp']","[1934, 1934, 1940, 1943, 1945]","[1934, 1939, 1940, 1945]",,,,,,"['Irving Wheeler', 'Irving Wheeler', 'Willis Hunt Jr', 'Thomas C Wallace', 'W Horace Schmidlapp']",5.0,,,2.0,,"Fairchild, Wisconsin , U.S.",,"Fairchild, Wisconsin , U.S.",,9qce7rd,,0.0,
957,957,957,June Lang,1917-05-05,Victor Orsatti  (1937–1938)  (divorced) John Roselli  (1940–1943) (divorced) John Morgan (1946–1952) (divorced) 1 child,Patricia Morgan,,Actress,"Minneapolis, Minnesota , U.S.",,,,,,,101.92406414916115,,,,,,,,,,,,,,2.0,,"Minneapolis, Minnesota , U.S.",,"Minneapolis, Minnesota , U.S.",,dr4ehu2,,4.0,
958,958,958,Diane Lane,1965-01-22,Christopher Lambert ( m.  1988;  div.  1994) Josh Brolin ( m.  2004;  div.  2013),1,,Actress,"New York City , U.S.",1957-03-29,"Great Neck, New York , U.S.","Actor,  novelist, film producer","Actor,  novelist, film producer",1,7.819462411959178,54.20508292435847,62.024545336317644,"['Christopher Lambert', 'Josh Brolin']","[1988, 2004]","[1994, 2013]",,,,1.0,1.0,"['Christopher Lambert', 'Josh Brolin']",2.0,,,1.0,,"New York City , U.S.","Great Neck, New York , U.S.","New York City , U.S.","Great Neck, New York , U.S.",dr5regw,,1.0,3.0
959,959,959,Priscilla Lane,1915-06-12,"
 Oren W. Haglund ( m.  1939; annulled 1939) 
 Joseph A. Howard ( m.  1942; died 1976) 
",Four,,,"Indianola, Iowa , U.S.",1905-11-23,Michigan,"Screenwriter 
 Assistant  film director 
 Production manager  of eleven  ABC / Warner Brothers   television series 
 
 United States Army Air Corps   Captain  in  World War II","Priscilla Lane  (Together one day in 1939,  annulled )
Helen Louise Persley",,9.549819640375915,103.8214337050042,113.37125334538011,"['Oren W Haglund', 'Joseph A Howard']","[1939, 1942]",[1939],,,,,,"['Oren W Haglund', 'Joseph A Howard']",2.0,,,2.0,,"Indianola, Iowa , U.S.",Michigan,"Indianola, Iowa , U.S.",Michigan,9vdhr5k,,5.0,11.0
960,960,960,Hope Lange,1933-11-28,"Don Murray ( m.  1956;  div.  1961) Alan J. Pakula ( m.  1963;  div.  1971) Charles Hollerith, Jr. ( m.  1986, her death)",Christopher Murray Patricia Murray,,Actress,"Redding ,  Connecticut , U.S.",1929-07-31,"Hollywood, California ,  United States",Actor,Hope Lange ( m.  1956;  div.  1961) Bettie Johnson  ( m.  1962),"5, including  Christopher Murray",4.328630978048831,85.35698884987372,89.68561982792255,"['Don Murray', 'Alan J Pakula', 'Charles Hollerith Jr']","[1956, 1963, 1986]","[1961, 1971]","['Hope Lange', 'Bettie Johnson']","[1956, 1962]",[1961],,5.0,"['Don Murray', 'Alan J Pakula', 'Charles Hollerith Jr']",3.0,"['Hope Lange', 'Bettie Johnson']",2.0,1.0,,"Redding ,  Connecticut , U.S.","Hollywood, California ,  United States","Redding ,  Connecticut , U.S.","Hollywood, California ,  United States",dr5regw,,11.0,7.0
961,961,961,Jessica Lange,1949-04-20,Paco Grande ( m.  1971;  div.  1981),3; including  Shura Baryshnikov,,Actress photographer producer,"Cloquet, Minnesota , U.S.",,,,,,,69.96447565658433,,['Paco Grande'],[1971],[1981],,,,3.0,,['Paco Grande'],1.0,,,4.0,,"Cloquet, Minnesota , U.S.",,"Cloquet, Minnesota , U.S.",,dr5r8pt,,4.0,
962,962,962,Heather Langenkamp,1964-07-17,"
 Alan Pasqua ( m.  1984;  div.  1987) 
 David Leroy Anderson  ( m.  1989) 
",2,,Actress writer director producer prosthetic makeup artist,"Tulsa, Oklahoma , U.S.",,,,,,,54.72254734867929,,"['Alan Pasqua', 'David Leroy Anderson']","[1984, 1989]",[1987],,,,2.0,,"['Alan Pasqua', 'David Leroy Anderson']",2.0,,,2.0,,"Tulsa, Oklahoma , U.S.",,"Tulsa, Oklahoma , U.S.",,9q5ctr1,,6.0,
963,963,963,Brooke Langton,1970-11-27,,,,Actress,Arizona [ inconsistent ] . USA.,,,,,,,48.35965146443801,,,,,,,,,,,,,,1.0,,Arizona [ inconsistent ] . USA.,,Arizona [ inconsistent ] . USA.,,dpsby4p,,11.0,
964,964,964,Angela Lansbury,1925-10-16,Richard Cromwell ( m.  1945;  div.  1946) Peter Shaw ( m.  1949; died 2003),2,,Actress singer songwriter producer writer,"Regent's Park ,  London , England [1]",1910-01-08,"Long Beach, California , U.S.",,Angela Lansbury ( m.  1945;  div.  1946),,15.770344360253803,93.47488312559463,109.24522748584845,"['Richard Cromwell', 'Peter Shaw']","[1945, 1949]",[1946],['Angela Lansbury'],[1945],[1946],2.0,,"['Richard Cromwell', 'Peter Shaw']",2.0,['Angela Lansbury'],1.0,2.0,,"Regent's Park ,  London , England [1]","Long Beach, California , U.S.","Regent's Park ,  London , England [1]","Long Beach, California , U.S.",dry037b,,9.0,0.0
965,965,965,Joi Lansing,1929-04-06,"Jerome ""Jerry"" Safron (1950; annulled) Lance Fuller  (1951–53; divorced) Stan Todd (1960–72; her death)",,,"Model, actress, singer","Salt Lake City, Utah , U.S.",,,,,,,90.0032170407332,,,,,,,,,,,,,,1.0,,"Salt Lake City, Utah , U.S.",,"Salt Lake City, Utah , U.S.",,9y1zsnq,,3.0,
966,966,966,Liza Lapira,1981-12-03,,,,Actress,"Queens ,  New York , U.S.",,,,,,,37.34231366831626,,,,,,,,,,,,,,1.0,,"Queens ,  New York , U.S.",,"Queens ,  New York , U.S.",,dng1dxq,,11.0,
967,967,967,Brie Larson,1989-10-01,Alex Greenwald  (2013–2019),,American Conservatory Theater,"
 Actress 
 filmmaker 
","Sacramento, California , U.S.",,,,,,,29.514637535336114,,,,,,,,,,,,,,6.0,,"Sacramento, California , U.S.",,"Sacramento, California , U.S.",,9q5c4y9,,9.0,
968,968,968,Ali Larter,1976-02-28,Hayes MacArthur  ( m.  2009),2,,"
 Actress 
 model 
","Cherry Hill ,  New Jersey , U.S.",1977-04-16,"Chicago, Illinois , U.S.","
 Actor 
 comedian 
 writer 
",Ali Larter  ( m.  2009),,-1.1307555938862537,43.10560791802707,41.97485232414081,['Hayes MacArthur'],[2009],,['Ali Larter'],[2009],,2.0,,['Hayes MacArthur'],1.0,['Ali Larter'],1.0,2.0,,"Cherry Hill ,  New Jersey , U.S.","Chicago, Illinois , U.S.","Cherry Hill ,  New Jersey , U.S.","Chicago, Illinois , U.S.",9q5ctr1,,2.0,3.0
969,969,969,Louise Lasser,1939-04-11,Woody Allen ( m.  1966;  div.  1970),,,"Actress, television writer","New York City , U.S.",1935-12-01,"Brooklyn , New York City, U.S.","Director, writer, actor, comedian","
 Harlene Susan Rosen ( m.  1956;  div.  1962) 
 Louise Lasser ( m.  1966;  div.  1970) 
 Soon-Yi Previn  ( m.  1997) 
","5, including Ronan Farrow",3.359411897574899,79.99069111617624,83.35010301375114,['Woody Allen'],[1966],[1970],"['Harlene Susan Rosen', 'Louise Lasser', 'Soon Yi Previn']","[1956, 1966, 1997]","[1962, 1970]",,5.0,['Woody Allen'],1.0,"['Harlene Susan Rosen', 'Louise Lasser', 'Soon Yi Previn']",3.0,3.0,,"New York City , U.S.","Brooklyn , New York City, U.S.","New York City , U.S.","Brooklyn , New York City, U.S.",dng18e8,,3.0,11.0
970,970,970,Louise Latham,1922-09-23,,,,Actress,"Hamilton ,  Texas , U.S.",,,,,,,96.53860106641477,,,,,,,,,,,,,,4.0,,"Hamilton ,  Texas , U.S.",,"Hamilton ,  Texas , U.S.",,dr70h8f,,9.0,
971,971,971,Sanaa Lathan,1971-09-19,,,"University of California, Berkeley (BA)Yale University (MFA)","Actress, voice actress","New York City ,  New York , U.S.",,,,,,,47.54923099036941,,,,,,,,,,,,,,2.0,,"New York City ,  New York , U.S.",,"New York City ,  New York , U.S.",,9zmktd8,,8.0,
972,972,972,Queen Latifah,1970-03-18,"
 Andrae Crouch and his Choir 
 L.A. Mass Choir 
 Lakim Shabazz 
 Apache 
 Chill Rob G 
 DJ Mark the 45 King 
 Native Tongues 
 De La Soul 
 Jungle Brothers 
 A Tribe Called Quest 
",,,"
 Singer 
 songwriter 
 rapper 
 actress 
 voice actress 
 model 
 producer 
 talk show host 
 record producer 
 speech composer 
","Newark, New Jersey , U.S.",,,,,,,49.0550798442131,,,,,,,,,,,,,,1.0,,"Newark, New Jersey , U.S.",,"Newark, New Jersey , U.S.",,9t9p69y,,2.0,
973,973,973,Ashley Laurence,1966-05-28,,,,Actress,"Los Angeles, California , United States",,,,,,,52.860770583927106,,,,,,,,,,,,,,8.0,,"Los Angeles, California , United States",,"Los Angeles, California , United States",,dqcjqfz,,5.0,
974,974,974,Piper Laurie,1932-01-22,Joe Morgenstern ( m.  1962;  div.  1982),1,,Actress,"Detroit ,  Michigan , U.S.",,,,,,,87.20781398659794,,['Joe Morgenstern'],[1962],[1982],,,,1.0,,['Joe Morgenstern'],1.0,,,1.0,,"Detroit ,  Michigan , U.S.",,"Detroit ,  Michigan , U.S.",,dr5regw,,1.0,
975,975,975,Linda Lavin,1937-10-15,Ron Leibman ( m.  1969;  div.  1980) Kip Niven ( m.  1982;  div.  1992) Steve Bakunas  ( m.  2005),,,"Actress, singer","Portland, Maine , U.S.",1937-10-11,"New York City , U.S.",Actor,Linda Lavin ( m.  1969;  div.  1981) Jessica Walter  ( m.  1983),,0.010951628027954031,81.477374620971,81.48832624899896,"['Ron Leibman', 'Kip Niven', 'Steve Bakunas']","[1969, 1982, 2005]","[1980, 1992]","['Linda Lavin', 'Jessica Walter']","[1969, 1983]",[1981],,,"['Ron Leibman', 'Kip Niven', 'Steve Bakunas']",3.0,"['Linda Lavin', 'Jessica Walter']",2.0,1.0,,"Portland, Maine , U.S.","New York City , U.S.","Portland, Maine , U.S.","New York City , U.S.",9z4nchd,,9.0,9.0
976,976,976,Barbara Lawrence,1930-02-24,"
 Jeffrey Stone  (John Forrest Fontaine)  (m. 1947–1949; divorced) 
 John Murphy  (m. 1951–1957; divorced) (2 children) 
 Lester R. Nelson  (m. 1961–1976; divorced) (2 children) 
",4,,Actress,"Carnegie, Oklahoma",,,,,,,89.11613517046894,,,,,,,,4.0,,,,,,1.0,,"Carnegie, Oklahoma",,"Carnegie, Oklahoma",,cb3fcgf,,2.0,
977,977,977,Jennifer Lawrence,1990-08-15,,,,Actress,"Indian Hills, Kentucky , U.S.",,,,,,,28.643983107113765,,,,,,,,,,,,,,3.0,,"Indian Hills, Kentucky , U.S.",,"Indian Hills, Kentucky , U.S.",,dr72xzc,,7.0,
978,978,978,Vicki Lawrence,1949-03-26,Bobby Russell ( m.  1972;  div.  1974) Al Schultz ( m.  1974),2,Morningside High School,"Actress, comedian, singer, dancer, writer","Inglewood, California , United States",,,,,,,70.03292333175904,,"['Bobby Russell', 'Al Schultz']","[1972, 1974]",[1974],,,,2.0,,"['Bobby Russell', 'Al Schultz']",2.0,,,1.0,,"Inglewood, California , United States",,"Inglewood, California , United States",,u0xepvx,,3.0,
979,979,979,Bianca Lawson,1979-03-20,,,Stella Adler Studio of Acting  Marymount High School,Actress,"Los Angeles ,  California , U.S.",,,,,,,40.05010369822789,,,,,,,,,,,,,,3.0,,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,drmhtck,,3.0,
980,980,980,Maggie Lawson,1980-08-12,Ben Koldyke   (m. 2015-2017) [1] [2],,,Actress,"Louisville, Kentucky , U.S.",,,,,,,38.65103321765675,,['Ben Koldyke'],[2015],,,,,,,['Ben Koldyke'],1.0,,,2.0,,"Louisville, Kentucky , U.S.",,"Louisville, Kentucky , U.S.",,c2pvxnw,,7.0,
981,981,981,Nicole Leach,1979-05-10,,,,"Actress, singer, dancer, activist","Livingston, New Jersey , United States",,,,,,,39.91047044087148,,,,,,,,,,,,,,2.0,,"Livingston, New Jersey , United States",,"Livingston, New Jersey , United States",,dr5regw,,4.0,
982,982,982,Cloris Leachman,1926-04-30,George Englund ( m.  1953;  div.  1979),5 (1 deceased),,"Actress, comedian","Des Moines, Iowa , U.S.",1926-06-22,"Washington, D.C. , U.S.","Film director, screenwriter",Cloris Leachman ( m.  1953;  div.  1979)   Bonnie Graves ( m.  1980;  div.  1992),7,-0.14510907137039092,92.93825335222489,92.79314428085449,['George Englund'],[1953],[1979],"['Cloris Leachman', 'Bonnie Graves']","[1953, 1980]","[1979, 1992]",,7.0,['George Englund'],1.0,"['Cloris Leachman', 'Bonnie Graves']",2.0,1.0,,"Des Moines, Iowa , U.S.","Washington, D.C. , U.S.","Des Moines, Iowa , U.S.","Washington, D.C. , U.S.",dngykys,,4.0,6.0
983,983,983,Sharon Leal,1972-10-17,Bev Land (married 2001–?),1,,"Actress, singer","Tucson, Arizona , U.S.",,,,,,,46.47049562961594,,,,,,,,1.0,,,,,,2.0,,"Tucson, Arizona , U.S.",,"Tucson, Arizona , U.S.",,dnq82kg,,9.0,
984,984,984,Michael Learned,1939-04-09,Peter Donat ( m.  1956;  div.  1972) Glenn Chadwick ( m.  1974;  div.  1977) William Parker IV ( m.  1979;  div.  1988) John Doherty  ( m.  1988),3,,Actress,"Washington, D.C. , U.S.",1928-01-20,"Kentville ,  Nova Scotia ,  Canada","Actor, screenwriter",Michael Learned ( m.  1956;  div.  1972)     Marijke DeJong ( m.  1983),"3, including Lucas Donat",11.217205007631916,79.9961669301902,91.21337193782213,"['Peter Donat', 'Glenn Chadwick', 'William Parker IV', 'John Doherty']","[1956, 1974, 1979, 1988]","[1972, 1977, 1988]","['Michael Learned', 'Marijke DeJong']","[1956, 1983]",[1972],3.0,3.0,"['Peter Donat', 'Glenn Chadwick', 'William Parker IV', 'John Doherty']",4.0,"['Michael Learned', 'Marijke DeJong']",2.0,2.0,,"Washington, D.C. , U.S.","Kentville ,  Nova Scotia ,  Canada","Washington, D.C. , U.S.","Kentville ,  Nova Scotia ,  Canada",9qdk4qd,,3.0,1.0
985,985,985,Kelly LeBrock,1960-03-24,Victor Drai ( m.  1984;  div.  1986) Steven Seagal ( m.  1987;  div.  1996) Fred Steck ( m.  2007;  div.  2008),3,,Actress supermodel,"New York City ,  New York , U.S.",1947-07-25,"Casablanca ,  Morocco","Nightclub   owner ,  film producer",Kelly Le Brock ( m.  1984;  div.  1986) Loryn Locklin ( m.  1990;  div.  1998) Yolanda Krupiarz  ( m.   2016 ),3,12.665557814328835,59.03748879169319,71.70304660602203,"['Victor Drai', 'Steven Seagal', 'Fred Steck']","[1984, 1987, 2007]","[1986, 1996, 2008]","['Kelly Le Brock', 'Loryn Locklin', 'Yolanda Krupiarz']","[1984, 1990, 2016]","[1986, 1998]",3.0,3.0,"['Victor Drai', 'Steven Seagal', 'Fred Steck']",3.0,"['Kelly Le Brock', 'Loryn Locklin', 'Yolanda Krupiarz']",3.0,3.0,,"New York City ,  New York , U.S.","Casablanca ,  Morocco","New York City ,  New York , U.S.","Casablanca ,  Morocco",9q3rcwd,,3.0,7.0
986,986,986,Gwen Lee,1904-11-12,,,,Actress,"Hastings, Nebraska , U.S.",,,,,,,114.4007063800078,,,,,,,,,,,,,,1.0,,"Hastings, Nebraska , U.S.",,"Hastings, Nebraska , U.S.",,9q5cgq7,,10.0,
987,987,987,Peggy Lee,1920-05-26,"January 21, 2002 (2002-01-21)  (aged 81) Bel Air, Los Angeles , California, U.S.",1,,"Singer, songwriter, actress, composer","Jamestown , North Dakota, U.S.",,,,,,,98.865822022355,,,,,,,,1.0,,,,,,2.0,,"Jamestown , North Dakota, U.S.",,"Jamestown , North Dakota, U.S.",,dhx5bph,,5.0,
988,988,988,Robinne Lee,1974-07-16,,,,"Actress, author","Mount Vernon, New York , U.S",,,,,,,44.726448866164255,,,,,,,,,,,,,,2.0,,"Mount Vernon, New York , U.S",,"Mount Vernon, New York , U.S",,9q5ctr1,,6.0,
989,989,989,Sheryl Lee,1967-04-22,Jesse Diamond (m. 2000; divorced [1] ),1,,Actress,"Augsburg ,  Bavaria ,  West Germany",,,,,,,51.9599991786279,,['Jesse Diamond'],[2000],[1],,,,1.0,,['Jesse Diamond'],1.0,,,2.0,,"Augsburg ,  Bavaria ,  West Germany",,"Augsburg ,  Bavaria ,  West Germany",,dr72h8r,,4.0,
990,990,990,Cassandra Lee Morris,1982-04-19,Steve Shebby ( m.   2016 ),,,Voice actress,"Connecticut , U.S. [1]",,,,,,,36.96722040835883,,['Steve Shebby'],[2016],,,,,,,['Steve Shebby'],1.0,,,2.0,,"Connecticut , U.S. [1]",,"Connecticut , U.S. [1]",,dr5regw,,3.0,
991,991,991,Andrea Leeds,1914-08-18,Robert Stewart Howard ( m.  1939–1962),,,Actress,"Butte ,  Montana , U.S.",,,,,,,104.63732999308678,,['Robert Stewart Howard'],[1939],,,,,,,['Robert Stewart Howard'],1.0,,,4.0,,"Butte ,  Montana , U.S.",,"Butte ,  Montana , U.S.",,dpsby4p,,7.0,
992,992,992,Erica Leerhsen,1976-02-14,Antony Galvan ( m.  2007–2008) David Wilson ( m.  2012),,,Actress,"New York City ,  New York , U.S.",,,,,,,43.143938616124906,,"['Antony Galvan', 'David Wilson']","[2007, 2012]",,,,,,,"['Antony Galvan', 'David Wilson']",2.0,,,5.0,,"New York City ,  New York , U.S.",,"New York City ,  New York , U.S.",,udtsfq9,,1.0,
993,993,993,Hudson Leick,1969-05-09,,,,"Actress, model, yoga instructor, intuitive counselor","Cincinnati, Ohio , U.S.",,,,,,,49.91204473740049,,,,,,,,,,,,,,1.0,,"Cincinnati, Ohio , U.S.",,"Cincinnati, Ohio , U.S.",,9yzgery,,4.0,
994,994,994,Cherami Leigh,1988-07-19,Jon Christie ( m.   2014 ) [3],,,Voice actress,,,,,,,,30.716578711404072,,['Jon Christie'],[2014],,,,,,,['Jon Christie'],1.0,,,1.0,,,,,,9q5ctr1,,6.0,
